Country,BR,Weighted,Count
Italy,5.3,-0.014556869944282078,220333
Italy,5.7,0.05934656584858904,436135
Italy,6.0,0.07842935450031556,471906
Italy,6.3,-0.013569538154182595,490923
Italy,6.7,-0.015822004967541766,640186
Italy,7.0,-0.019698310676150823,447335
Italy,7.3,0.012210283747618554,450910
Italy,7.7,0.0017274416725896495,548758
Italy,8.0,-0.026213730805320138,430135
Italy,8.3,-0.036765018138922814,503451
Italy,8.7,0.057944903327468704,447788
Italy,9.0,0.012147312072983226,458351
Italy,9.3,-0.05920628365651756,617468
Italy,9.7,0.006160872606519112,517162
Italy,10.0,-0.03087829748466748,484093
Italy,10.3,-0.11505162977700127,364921
Italy,10.7,-0.1790236385737512,290173
Italy,11.0,-0.036844072725358126,344133
Italy,11.3,0.016127501889219603,479866
Italy,11.7,-0.05116008973814551,615603
Italy,12.0,-0.07641440324751395,588070
Italy,12.3,0.18034675070101638,523169
Italy,12.7,0.36838014541435843,352491
Italy,13.0,0.4617947694496993,142608
Japan,1.0,0.5713639236639787,129599
Japan,1.3,0.2716422379564181,168898
Japan,1.7,0.0065577018416341885,229101
Japan,2.0,0.006970978743345256,260898
Japan,2.3,-0.04010566543029059,293119
Japan,2.7,-0.05457980600970306,337650
Japan,3.0,-0.04755085338922375,309169
Japan,3.3,0.016653367102545235,389581
Japan,3.7,-0.13668993189889336,441739
Japan,4.0,0.03340311236951883,444612
Japan,4.3,0.16321012139864322,448347
Japan,4.7,0.07335938039371546,458271
Japan,5.0,-0.02234425034333209,311865
Japan,5.3,0.05491205869571645,333763
Japan,5.7,-0.00840288492278172,484423
Japan,6.0,-0.0753836902062996,473779
Japan,6.3,0.013317975075433733,625632
Japan,6.7,0.0019015828104965494,786947
Japan,7.0,-0.011357413529556899,632499
Japan,7.3,0.07147337611717672,631560
Japan,7.7,0.06746605992513365,528973
Japan,8.0,-0.056215026084677704,360406
Japan,8.3,-0.03573214941570478,553728
Japan,8.7,-0.01872173225500714,537963
Japan,9.0,0.006496480021370634,682889
Japan,9.3,-0.007707883312838304,848945
Japan,9.7,0.02729701511889408,633260
Japan,10.0,0.14247641773115954,536622
Japan,10.3,0.0006002015472394899,549450
Japan,10.7,-0.1573019832513097,729783
Japan,11.0,-0.07098359462573288,981191
Japan,11.3,-0.05079819775813772,1546838
Japan,11.7,-0.0006904230626183378,1640624
Japan,12.0,0.03927884995986457,1467523
Japan,12.3,0.32488523139010766,1206794
Japan,12.7,0.5008986207745216,636554
Japan,13.0,0.6386745747217593,274637
Sweden,1.0,0.23701708745860917,170783
Sweden,1.3,0.15290747311299263,253939
Sweden,1.7,0.06869774621195825,406354
Sweden,2.0,-0.025886050688712355,458259
Sweden,2.3,0.12174920597313836,529854
Sweden,2.7,0.046310039332762176,607003
Sweden,3.0,-0.010130736520533881,540645
Sweden,3.3,0.010852183398745534,764779
Sweden,3.7,0.04831214892361664,983365
Sweden,4.0,0.0398053580703258,998317
Sweden,4.3,-0.09586417750585728,943060
Sweden,4.7,-0.3515683456159673,782426
Sweden,5.0,0.006236936041736702,464021
Sweden,5.3,0.16588892156919877,533125
Sweden,5.7,0.05964948944558298,709005
Sweden,6.0,-0.037884234847425036,655962
Sweden,6.3,-0.10918003043671864,670662
Sweden,6.7,0.06864796907415582,679290
Sweden,7.0,0.06059196314015704,527336
Sweden,7.3,-0.06988000225182366,652283
Sweden,7.7,0.1961431534923251,929476
Sweden,8.0,0.25095795576692764,1024851
Sweden,8.3,0.024169908195377326,1243458
Sweden,8.7,-0.14222582094553587,1178502
Sweden,9.0,-0.06913493822595253,984850
Sweden,9.3,0.02479757576823483,960742
Sweden,9.7,0.003726492471616887,744223
Sweden,10.0,0.0031123569658583505,918824
Sweden,10.3,-0.02284628986153605,1464902
Sweden,10.7,0.029136502769927932,2038767
Sweden,11.0,-0.0042154467075866215,2069613
Sweden,11.3,0.06849389770444034,1980002
Sweden,11.7,0.28341486800414273,1519953
Sweden,12.0,-0.2407413841047504,926336
Sweden,12.3,0.22170777562319965,838672
Sweden,12.7,0.629678948713719,622253
Sweden,13.0,0.8336569813127159,304504
Usa,1.0,0.6142066621625845,263264
Usa,1.3,0.4443279952831683,336013
Usa,1.7,0.25765350160189116,562667
Usa,2.0,-0.003483832468283908,721960
Usa,2.3,0.2647001221811379,859690
Usa,2.7,0.08294789679805156,1035110
Usa,3.0,-0.031220993809872442,991792
Usa,3.3,0.043721067902657285,1438580
Usa,3.7,0.11127654986320519,2009141
Usa,4.0,0.03798583246327399,2131337
Usa,4.3,0.1434183806505771,2018262
Usa,4.7,0.07847474653773064,1839405
Usa,5.0,0.14622747671634542,1350787
Usa,5.3,0.22037974189752255,2021525
Usa,5.7,0.12909142841324084,4160705
Usa,6.0,-0.004184129159284864,5063108
Usa,6.3,-0.000646828262021977,6194957
Usa,6.7,0.004185495729040292,7543220
Usa,7.0,0.005803411273498588,5656101
Usa,7.3,-0.021663441958964257,5052651
Usa,7.7,-0.02667822571793103,4472980
Usa,8.0,0.05458794458529894,2889719
Usa,8.3,0.006183930837706397,3636502
Usa,8.7,0.017025774452261975,3136729
Usa,9.0,-0.2130719183085164,2626011
Usa,9.3,-0.01695419629606472,2340230
Usa,9.7,-0.028241538591318845,1347742
Usa,10.0,-0.12597193107318547,1501562
Usa,10.3,0.0609105648821594,1860304
Usa,10.7,0.12826734910728943,2806456
Usa,11.0,0.033109523593292466,3322115
Usa,11.3,-0.020025956017103365,4626843
Usa,11.7,-0.016048843755802806,6309619
Usa,12.0,-0.0022597284835418406,6040754
Usa,12.3,0.005753571530874895,5448449
Usa,12.7,0.011093020882733756,3751872
Usa,13.0,0.013199719842681423,1197611
Ussr,1.0,1.0343106279915586,464514
Ussr,1.3,0.3431450762568183,583845
Ussr,1.7,0.020783265608734402,789627
Ussr,2.0,-0.1736318950207699,921785
Ussr,2.3,0.2174935772571345,952855
Ussr,2.7,0.06635572472339928,1055401
Ussr,3.0,-0.13677892249217555,966440
Ussr,3.3,0.012269721701407737,1436952
Ussr,3.7,0.19395618449492366,2239175
Ussr,4.0,0.13930242134874424,2763832
Ussr,4.3,-0.12983235008178134,2935993
Ussr,4.7,-0.08889422620519162,3246913
Ussr,5.0,0.01891492129098081,2504057
Ussr,5.3,0.08195778785244809,3233869
Ussr,5.7,0.10749019501581779,4686393
Ussr,6.0,0.08260161308485645,4664936
Ussr,6.3,-0.05479380177130253,5496135
Ussr,6.7,0.024283457556510017,5932332
Ussr,7.0,-0.014094994202280742,4539090
Ussr,7.3,-0.09769370088330659,4548134
Ussr,7.7,-0.061940309335992746,4468917
Ussr,8.0,0.01641678542546182,3551453
Ussr,8.3,-0.0030733795541766336,4522950
Ussr,8.7,-0.01833411611167283,4169493
Ussr,9.0,-0.005803545870285546,4160090
Ussr,9.3,0.052052060493907946,4829838
Ussr,9.7,-0.01880570891736178,3652219
Ussr,10.0,-0.25999090042805156,3839702
Ussr,10.3,0.07323901664775773,4228737
Ussr,10.7,0.5381581899503197,4107406
Ussr,11.0,-0.00212780296522715,4770785
Ussr,11.3,0.025238675545718545,6216193
Ussr,11.7,0.29971577900015695,7197482
Ussr,12.0,0.14671838195702075,7562276
Ussr,12.3,-0.31869127919862883,6756694
Ussr,12.7,-0.6620504025170953,4554592
Ussr,13.0,-0.8374986402802603,1908290
