Vehicle,Country,BR,WinRate,Games,Victories,Defeats,BattleType,UnitClass,UnitMoveType
ussr_t_26_1940,Ussr,1.0,0.39409827541381404,360440,81855,125847,GRB,exp_tank,tank
ussr_bt_7_1937,Ussr,1.3,0.4392908490776178,725863,216935,276895,GRB,exp_tank,tank
ussr_t_50,Ussr,2.7,0.4602600655246827,690499,199207,233607,GRB,exp_tank,tank
us_m4a1_1942_sherman,Usa,3.3,0.46790417940876655,843143,229507,260993,GRB,exp_tank,tank
us_m3_lee,Usa,2.7,0.4343059156257365,385235,92138,120012,GRB,exp_tank,tank
p-26a_33,Usa,1.0,0.41171740379092475,48278,7168,10242,ARB,exp_fighter,air
p-26b_35,Usa,1.0,0.43779292714103113,42763,6165,7917,ARB,exp_fighter,air
ussr_t_34_1941_l_11,Ussr,3.3,0.4819412780319044,950390,296164,318359,GRB,exp_tank,tank
ussr_t_34_1942,Ussr,4.0,0.45971446137317895,1456104,438175,514971,GRB,exp_tank,tank
germ_pzkpfw_35t,Germany,1.0,0.447098976109215,380142,99167,122634,GRB,exp_tank,tank
germ_pzkpfw_III_ausf_B,Germany,1.0,0.44674203454333977,324675,91797,113684,GRB,exp_tank,tank
i-15_1935,Ussr,1.0,0.5095577543710323,152995,28736,27658,ARB,exp_fighter,air
i-15_1935_moscow,Ussr,1.0,0.48337429601137405,263003,43858,46875,ARB,exp_fighter,air
jp_type_98_ke_ni,Japan,1.0,0.4413960094948474,158936,46302,58597,GRB,exp_tank,tank
jp_type_89b_i_go_otsu,Japan,1.0,0.4124547569803516,109913,25526,36362,GRB,exp_tank,tank
ussr_t_34E_STZ,Ussr,4.0,0.4741578641672942,720910,214702,238105,GRB,exp_tank,tank
ussr_kv_1_L_11,Ussr,3.7,0.4667969396880072,935124,239598,273683,GRB,exp_heavy_tank,heavy_tank
uk_a_13_mk1,Britain,1.0,0.510365275142315,182506,64551,61929,GRB,exp_tank,tank
uk_a17_mk_1_tetrarch,Britain,1.0,0.5145180536527157,228821,81494,76895,GRB,exp_tank,tank
germ_pzkpfw_II_ausf_C,Germany,1.3,0.5080973423787888,148991,40818,39517,GRB,exp_tank,tank
germ_sdkfz_221_s_pz_b_41,Germany,1.0,0.49199781261392633,90899,26991,27869,GRB,exp_tank,wheeled_vehicle
germ_sturmpanzer_II,Germany,1.0,0.41942714433077644,556845,108156,149710,GRB,exp_tank_destroyer,tank
germ_panzerjager_1,Germany,1.3,0.47553827404097265,155222,40970,45185,GRB,exp_tank_destroyer,tank
us_m22_locust,Usa,2.0,0.43247818285094625,1018847,268005,351691,GRB,exp_tank,tank
germ_pzkpfw_38t_ausf_A,Germany,1.3,0.48320896777709743,281545,71815,76806,GRB,exp_tank,tank
germ_pzkpfw_III_ausf_F,Germany,1.3,0.4913846565089548,588943,183827,190273,GRB,exp_tank,tank
germ_pzkpfw_IV_ausf_C,Germany,1.3,0.4820736933567,433974,130937,140675,GRB,exp_tank,tank
p-36a_rasmussen,Usa,1.3,0.4356372409877945,31727,6139,7953,ARB,exp_fighter,air
germ_pzkpfw_III_ausf_J,Germany,2.7,0.43058857248832466,626052,153237,202641,GRB,exp_tank,tank
germ_stug_III_ausf_A,Germany,2.3,0.47481046891394624,125104,32129,35538,GRB,exp_tank_destroyer,tank
ussr_t_34_1941_57,Ussr,4.7,0.4493556864275433,1793010,528538,647675,GRB,exp_tank,tank
uk_a_13_mk2,Britain,1.3,0.5277618358620355,186381,65291,58422,GRB,exp_tank,tank
fr_amd_35,France,1.0,0.48846883130245616,188024,66464,69602,GRB,exp_tank,wheeled_vehicle
d_500,France,1.0,0.47739896139083315,54525,10572,11573,ARB,exp_fighter,air
ussr_t_34_85_d_5t,Ussr,5.3,0.4731321886251464,2076107,648501,722154,GRB,exp_tank,tank
gladiator_mk1_china,China,1.0,0.48076239559267814,65241,10821,11687,ARB,exp_fighter,air
p-400,Usa,2.0,0.4758610475421506,428862,99602,109707,ARB,exp_fighter,air
p-36c,Usa,1.7,0.4595055189953069,72892,17526,20615,ARB,exp_fighter,air
b_34,Usa,3.3,0.43146937559767357,187520,27523,36266,ARB,exp_bomber,air
i-16_type5,Ussr,1.3,0.5209895410478055,147367,32727,30090,ARB,exp_fighter,air
p-38e,Usa,3.0,0.448576867025548,114570,30165,37081,ARB,exp_fighter,air
mig_3_series_1_15,Ussr,2.3,0.4875973074131527,169040,34262,36005,ARB,exp_fighter,air
p-51_a-36,Usa,2.7,0.47967639591597366,513103,131687,142846,ARB,exp_assault,air
ussr_kv_2_1939,Ussr,3.7,0.4531470841975807,568359,123435,148960,GRB,exp_heavy_tank,heavy_tank
bb-1,Ussr,1.3,0.5056578762377232,567645,125881,123064,ARB,exp_assault,air
il_2_1941,Ussr,2.3,0.5004020942643924,393844,88981,88838,ARB,exp_assault,air
b_25j_1,Usa,3.7,0.41051867972433803,212876,28295,40630,ARB,exp_bomber,air
il-2i,Ussr,3.0,0.5176268542662896,300425,65706,61231,ARB,exp_assault,air
a-20g,Usa,2.7,0.4702660921619577,134440,28595,32211,ARB,exp_assault,air
b_25j_20,Usa,3.7,0.4101775956284153,103653,20417,29359,ARB,exp_bomber,air
nimrod_mk1,Britain,1.0,0.50448533640023,50283,8773,8617,ARB,exp_fighter,air
fury_mk2,Britain,1.0,0.49691339878887647,42740,8452,8557,ARB,exp_fighter,air
gladiator_j8a,Sweden,1.0,0.4934666881755122,132270,27531,28260,ARB,exp_fighter,air
p-39n,Usa,2.7,0.4814294465999592,217994,58939,63486,ARB,exp_fighter,air
b_26b_c,Usa,4.3,0.42811650888700437,111953,24737,33044,ARB,exp_bomber,air
swordfish_mk1,Britain,1.0,0.5265522220439596,30055,6564,5902,ARB,exp_bomber,air
hp52_hampden_mk1_late,Britain,1.7,0.5137980715948133,25617,4636,4387,ARB,exp_bomber,air
b-17e,Usa,4.7,0.42581970848239364,250753,28805,38841,ARB,exp_bomber,air
p-63a-5,Usa,3.3,0.47510204953944135,167897,44461,49121,ARB,exp_fighter,air
d_371,France,1.0,0.48729955099422706,44325,7597,7993,ARB,exp_fighter,air
db_3b,Ussr,2.7,0.49074698045720805,227450,37868,39296,ARB,exp_bomber,air
pe-3_bis,Ussr,2.7,0.4976697843345225,72870,15484,15629,ARB,exp_assault,air
pe-2-1,Ussr,3.3,0.49073933120211094,208928,38684,40144,ARB,exp_bomber,air
sb2c_1c,Usa,3.0,0.48734658771378475,141905,29464,30994,ARB,exp_bomber,air
lagg-3-8,Ussr,2.0,0.5025373841261249,104392,22281,22056,ARB,exp_fighter,air
us_m4_sherman,Usa,3.7,0.4759317820041705,758475,200620,220911,GRB,exp_tank,tank
lagg-3-35,Ussr,2.3,0.49730095990965556,129940,22018,22257,ARB,exp_fighter,air
er-2_m105_mv3,Ussr,3.3,0.47045636509207367,180097,23504,26456,ARB,exp_bomber,air
us_m2a4,Usa,1.0,0.4371820212629092,494814,149518,192486,GRB,exp_tank,tank
us_lvt_a_1,Usa,1.0,0.42200187495492897,434250,117038,160302,GRB,exp_tank,tank
us_halftrack_m13,Usa,1.7,0.3846008057265875,334635,79142,126635,GRB,exp_spaa,tank
ussr_bt_5,Ussr,1.0,0.42295904546235197,927827,238886,325911,GRB,exp_tank,tank
ka_50,Ussr,11.3,0.4066873181449298,1538999,246555,359697,GRB,exp_helicopter,helicopter
ussr_object_120,Ussr,8.0,0.4929594611045733,239161,60740,62475,GRB,exp_tank_destroyer,tank
ussr_zis_12_94KM_1945,Ussr,3.3,0.41895142194860546,585530,134470,186498,GRB,exp_spaa,wheeled_vehicle
ussr_su_122,Ussr,2.7,0.4546435236626069,467643,126435,151662,GRB,exp_tank_destroyer,tank
it_centauro_rgo_120,Italy,11.7,0.5339999295297678,302207,136398,119029,GRB,exp_tank,wheeled_vehicle
it_leopard_2a7_hungary,Italy,12.0,0.5461794769449699,158560,62945,52301,GRB,exp_tank,tank
it_freccia,Italy,10.7,0.5290535128681749,219576,70016,62326,GRB,exp_tank,wheeled_vehicle
it_kf_41,Italy,11.0,0.516265159715979,196497,56276,52730,GRB,exp_tank,tank
it_dardo_vcc,Italy,10.0,0.49457122552116234,98617,25053,25603,GRB,exp_tank,tank
f-104s_cb,Italy,11.3,0.4033464681185871,360279,125085,185033,ARB,exp_fighter,air
us_m10,Usa,3.3,0.4515352583169359,1091968,296022,359568,GRB,exp_tank_destroyer,tank
us_m4a3_105_sherman,Usa,3.0,0.44673971311148203,869698,235011,291047,GRB,exp_tank,tank
us_m5a1_stuart,Usa,2.7,0.45524160847441814,458695,126864,151810,GRB,exp_tank,tank
us_m8_scott,Usa,1.3,0.4225270894835139,182649,49093,67096,GRB,exp_tank_destroyer,tank
hurricane_mk1,Britain,2.3,0.5359870400370285,34558,4632,4010,ARB,exp_fighter,air
blenheim_mkiv,Britain,1.3,0.517601246105919,28814,6646,6194,ARB,exp_bomber,air
germ_pzkpfw_III_ausf_L,Germany,3.0,0.41005200016378,517354,100147,144083,GRB,exp_tank,tank
germ_pzkpfw_IV_ausf_F2,Germany,3.3,0.4050374430973423,1608600,414361,608658,GRB,exp_tank,tank
ju-87b-2,Germany,1.0,0.501272021270491,570913,104824,104292,ARB,exp_bomber,air
boomerang_mki,Britain,3.0,0.548152634766808,3779,905,746,ARB,exp_fighter,air
he_112v_5,Germany,1.3,0.5029851318699582,205036,39344,38877,ARB,exp_fighter,air
xp-55,Usa,4.3,0.5608061631586188,28502,8153,6385,ARB,exp_fighter,air
ussr_t_70_1942,Ussr,2.0,0.43495357728017475,71228,15928,20692,GRB,exp_tank,tank
ussr_kv_1_zis_5,Ussr,4.7,0.43896635173447207,1174831,249591,318997,GRB,exp_heavy_tank,heavy_tank
ussr_kv_1s,Ussr,4.3,0.4364665782167762,1090780,259561,335126,GRB,exp_heavy_tank,heavy_tank
uk_a_22b_mk_3_churchill_1942,Britain,4.0,0.500766154165801,156975,38563,38445,GRB,exp_heavy_tank,heavy_tank
uk_a27m_cromwell_1,Britain,3.7,0.5400773850893663,153758,52064,44337,GRB,exp_tank,tank
v_156_b1,Britain,1.0,0.5377755831179016,140649,37028,31826,ARB,exp_bomber,air
spitfiremkii,Britain,3.7,0.5515847614170493,113586,30159,24518,ARB,exp_fighter,air
sw_pvkv_II,Sweden,4.0,0.47697401174947723,300970,76644,84044,GRB,exp_tank_destroyer,tank
sw_pvkv_m43_1946,Sweden,4.0,0.47944949883197624,243009,64240,69747,GRB,exp_tank_destroyer,tank
sw_sav_m43_1946,Sweden,3.0,0.4520244203902768,239682,60343,73152,GRB,exp_tank_destroyer,tank
sw_l_62_anti_II,Sweden,3.3,0.44352145649874625,508950,111963,140478,GRB,exp_spaa,tank
germ_pzkpfw_IV_ausf_G,Germany,3.3,0.42048385671330124,790679,204586,281963,GRB,exp_tank,tank
germ_pzkpfw_IV_ausf_H,Germany,3.7,0.41134226856097783,2318703,613568,878056,GRB,exp_tank,tank
germ_flakpanzer_IV_Wirbelwind,Germany,3.7,0.38203652921537107,964931,157566,254871,GRB,exp_spaa,tank
us_m4a3e8_76w_sherman,Usa,5.7,0.47386994641987334,752164,194571,216029,GRB,exp_tank,tank
us_m4a2_76w_sherman,Usa,5.3,0.4548642738579993,1091530,286640,343526,GRB,exp_tank,tank
us_m18_hellcat,Usa,6.0,0.5014568415499343,2543583,912496,907194,GRB,exp_tank,tank
p-40e,Usa,2.7,0.4691906674643193,181154,32940,37266,ARB,exp_fighter,air
uk_a30_challenger,Britain,5.3,0.49240244068034184,369158,112414,115883,GRB,exp_tank,tank
uk_a_34_comet,Britain,5.3,0.49512160079412765,261193,75815,77309,GRB,exp_tank,tank
uk_centurion_mk_1,Britain,6.0,0.4801742355978843,430049,118834,128647,GRB,exp_tank,tank
uk_a_22f_mk_7_churchill_1944,Britain,4.7,0.5202935273229254,272296,57289,52820,GRB,exp_heavy_tank,heavy_tank
uk_crusader_aa_mk_2,Britain,4.0,0.44369681748322526,144349,23673,29681,GRB,exp_spaa,tank
uk_sherman_vc_firefly,Britain,4.7,0.5079040246759795,587307,171250,165920,GRB,exp_tank,tank
us_m6a1,Usa,5.0,0.43074196842846024,920479,219740,290403,GRB,exp_heavy_tank,heavy_tank
us_m24_chaffee,Usa,3.7,0.48282307485992737,1631483,523850,561123,GRB,exp_tank,tank
it_m14_41,Italy,2.0,0.46686511044963186,46665,11920,13612,GRB,exp_tank,tank
cr_32_quater,Italy,1.0,0.4731755220177796,50472,9155,10193,ARB,exp_fighter,air
it_ab_41,Italy,1.0,0.4313856427378965,151667,49096,64714,GRB,exp_tank,wheeled_vehicle
cr_32,Italy,1.0,0.4713556994310379,49387,9610,10778,ARB,exp_fighter,air
uk_centurion_mk_3,Britain,7.7,0.49751777807594255,391165,100116,101115,GRB,exp_tank,tank
uk_fv4202,Britain,7.3,0.4887134795342524,268802,68415,71575,GRB,exp_tank,tank
uk_fv221_caernarvon,Britain,7.7,0.4977866771003552,286341,64885,65462,GRB,exp_heavy_tank,heavy_tank
germ_pzkpfw_VI_ausf_h1_tiger,Germany,5.7,0.4464917345671095,3471814,964269,1195388,GRB,exp_heavy_tank,heavy_tank
germ_pzkpfw_V_ausf_d_panther,Germany,5.3,0.4472539404395981,2587531,696543,860834,GRB,exp_tank,tank
thunderbolt_mk1,Britain,3.7,0.581649474824549,46191,12349,8882,ARB,exp_fighter,air
bf-109e-3,Germany,2.3,0.4817694613498047,369451,79557,85578,ARB,exp_fighter,air
p-36g,Usa,2.7,0.4494872446817527,128949,21214,25982,ARB,exp_fighter,air
fiat_cr42_j11,Sweden,1.3,0.5097895346592006,52600,13201,12694,ARB,exp_fighter,air
saab_b17b,Sweden,1.3,0.5241172480274198,59679,14680,13329,ARB,exp_bomber,air
ju-88c-6,Germany,2.3,0.46811859287932284,52806,11005,12504,ARB,exp_fighter,air
bf-110c-4,Germany,2.7,0.4735461876352193,106116,21669,24090,ARB,exp_assault,air
spitfire_ix_early,Britain,4.3,0.5810622078249569,173942,59911,43195,ARB,exp_fighter,air
bf-109f-1,Germany,2.7,0.48160313438991337,272266,65394,70390,ARB,exp_fighter,air
spitfire_mk5b,Britain,3.7,0.5518131868131868,83048,20086,16314,ARB,exp_fighter,air
ussr_t_26_1940_1st_GvTBr,Ussr,1.0,0.4028115595498207,150247,29313,43458,GRB,exp_tank,tank
ussr_t_60_1941,Ussr,1.0,0.42974925404386743,73090,16419,21787,GRB,exp_tank,tank
hurricane_mk1c,Britain,3.0,0.5551948051948052,50966,9747,7809,ARB,exp_fighter,air
p-40f_10,Usa,2.7,0.48088040080503575,41158,11230,12123,ARB,exp_fighter,air
p-51_mk1a_usaaf,Usa,3.7,0.4486251916692719,293941,60271,74075,ARB,exp_fighter,air
p-40e_td,Usa,2.7,0.5251256281407035,1003,209,189,ARB,exp_fighter,air
ussr_is_1,Ussr,5.7,0.46058237389441814,1849801,472213,553039,GRB,exp_heavy_tank,heavy_tank
ussr_gaz_4m,Ussr,1.0,0.3791167939011236,173989,36203,59290,GRB,exp_spaa,wheeled_vehicle
p-51c-10-nt,Usa,3.7,0.4499453304307568,351786,91356,111682,ARB,exp_fighter,air
mosquito_fb_mk6,Britain,3.7,0.5555761874698258,51354,14960,11967,ARB,exp_assault,air
us_m4a2_sherman,Usa,4.0,0.4773914617653636,750655,224152,245383,GRB,exp_tank,tank
germ_sdkfz_234_2,Germany,3.7,0.43659122570032005,2056449,537167,693199,GRB,exp_tank,wheeled_vehicle
germ_pzkpfw_III_ausf_M,Germany,3.3,0.40661301311531256,468284,95489,139351,GRB,exp_tank,tank
germ_sdkfz_6_2_flak36,Germany,2.3,0.4266899804292727,232865,53198,71478,GRB,exp_spaa,tank
germ_pzkpfw_III_ausf_J_td,Germany,2.7,0.5461309523809523,1642,367,305,GRB,exp_tank,tank
ussr_pt_76b,Ussr,5.3,0.4700815158080666,1864076,557818,628823,GRB,exp_tank,tank
ussr_kv_85,Ussr,5.0,0.4568963260682815,779942,192002,228229,GRB,exp_heavy_tank,heavy_tank
ussr_is_2_1943,Ussr,6.3,0.442715814859765,1825889,453055,570299,GRB,exp_heavy_tank,heavy_tank
us_m3_stuart,Usa,2.0,0.419734415106995,483667,130163,179945,GRB,exp_tank,tank
sb2u-2,Usa,1.0,0.4583781844277,197237,38325,45285,ARB,exp_bomber,air
ussr_asu_57,Ussr,4.3,0.4370701600261316,1232735,293035,377418,GRB,exp_tank_destroyer,tank
it_m13_40_serie_3,Italy,2.0,0.4628427951870088,53852,14194,16473,GRB,exp_tank,tank
it_m13_40_serie_1,Italy,1.7,0.45108829771482156,69742,18279,22243,GRB,exp_tank,tank
it_ab_43,Italy,2.7,0.523132413123396,124463,45252,41250,GRB,exp_tank,wheeled_vehicle
beaufighter_mkx,Britain,3.0,0.5527045769764216,54687,11158,9030,ARB,exp_assault,air
ussr_t_34_85_zis_53,Ussr,5.7,0.47572290858748556,1797296,520252,573351,GRB,exp_tank,tank
us_m4a3e2_76w_sherman_jumbo,Usa,6.3,0.5031324837942549,979797,240766,237768,GRB,exp_heavy_tank,heavy_tank
yak_2_kabb,Ussr,2.3,0.5230972945318848,70261,17382,15847,ARB,exp_assault,air
yak-1_early,Ussr,2.3,0.51082666806988,333898,77662,74370,ARB,exp_fighter,air
sw_pvkv_m43_1963,Sweden,5.0,0.4428106056906883,273079,63480,79877,GRB,exp_tank_destroyer,tank
sw_strv_m42_delat_torn,Sweden,5.0,0.4752559103357251,359879,110545,122056,GRB,exp_tank,tank
germ_jgdpz_38t,Germany,4.3,0.45171236016871447,352583,78822,95674,GRB,exp_tank_destroyer,tank
germ_sdkfz_251_21,Germany,3.3,0.3659224879040077,1168084,232105,402196,GRB,exp_spaa,tank
ussr_t_34_1941,Ussr,4.0,0.47511242474795096,555813,157209,173679,GRB,exp_tank,tank
sw_strv_74,Sweden,5.7,0.4692745152245172,337116,95060,107508,GRB,exp_tank,tank
us_m41_walker_bulldog,Usa,6.3,0.5050951080891425,1903461,565754,554340,GRB,exp_tank,tank
germ_pzkpfw_V_ausf_f_panther,Germany,6.0,0.444703807344702,953611,221374,276427,GRB,exp_tank,tank
germ_pzkpfw_VI_ausf_b_tiger_IIp,Germany,6.7,0.4018789742151673,2613263,596175,887294,GRB,exp_heavy_tank,heavy_tank
germ_ru251,Germany,7.3,0.42043146267328935,122493,28356,39089,GRB,exp_tank,tank
germ_pzkpfw_V_ausf_a_panther,Germany,6.0,0.4252964878192276,1925327,439515,593917,GRB,exp_tank,tank
germ_stug_III_ausf_G,Germany,4.0,0.4209014039772276,960518,227932,313601,GRB,exp_tank_destroyer,tank
us_t25,Usa,6.3,0.48629429980502353,401370,89040,94059,GRB,exp_tank,tank
us_m26_pershing,Usa,6.7,0.48984283831563546,789363,168744,175742,GRB,exp_tank,tank
re_2000_int,Italy,2.3,0.5174343521308653,18540,2404,2242,ARB,exp_fighter,air
jp_type_2_ho_i,Japan,2.0,0.502443342776204,90025,28378,28102,GRB,exp_tank,tank
jp_type_97_kai,Japan,2.3,0.511188210564383,143993,45233,43253,GRB,exp_tank,tank
jp_type_1_chi_he,Japan,2.7,0.5224277370076381,173413,55812,51020,GRB,exp_tank,tank
it_m3a3_stuart,Italy,2.7,0.5223749690163403,82877,27397,25050,GRB,exp_tank,tank
ju-87r-2_italy,Italy,1.3,0.5187719005506424,42337,9327,8652,ARB,exp_bomber,air
breda_88,Italy,1.7,0.5138019225681277,21705,5826,5513,ARB,exp_assault,air
mc-202_italy,Italy,3.0,0.5129917732345035,33681,6298,5979,ARB,exp_fighter,air
fc_20_bis,Italy,2.0,0.5496549794852666,43325,11789,9659,ARB,exp_assault,air
it_p_40,Italy,3.3,0.5079856398026107,127342,40044,38785,GRB,exp_tank,tank
it_m15_42_contraereo,Italy,3.7,0.45465911932528585,302877,60000,71967,GRB,exp_spaa,tank
us_t26e4_superpershing,Usa,6.7,0.5083428910858555,1247695,321778,311216,GRB,exp_heavy_tank,heavy_tank
ki_10_2,Japan,1.0,0.47800016206142126,38416,5899,6442,ARB,exp_fighter,air
f6f-5n,Usa,4.3,0.49765438008616564,322667,57178,57717,ARB,exp_fighter,air
spitfire_mk1,Britain,3.0,0.5434777669219059,90140,23919,20092,ARB,exp_fighter,air
jp_type_4_ho_ro,Japan,1.3,0.45300642148277875,155982,40352,48724,GRB,exp_tank_destroyer,tank
jp_type_97_chi_ha,Japan,1.3,0.45438044328987026,98246,27286,32765,GRB,exp_tank,tank
ki-27_otsu,Japan,2.0,0.5168729102754128,55615,14995,14016,ARB,exp_fighter,air
us_m4a3e2_sherman_jumbo,Usa,5.7,0.4625516254712652,1144931,257033,298652,GRB,exp_heavy_tank,heavy_tank
us_m4a1_76w_sherman,Usa,5.0,0.4368056035455047,1246373,335005,431938,GRB,exp_tank,tank
cn_m3a3_stuart,China,2.7,0.48630553864881315,145245,46342,48952,GRB,exp_tank,tank
cn_su_76m_1943,China,2.0,0.44465223453192965,180774,53260,66519,GRB,exp_tank_destroyer,tank
cn_m8_scott,China,1.3,0.457345808537718,173725,53182,63102,GRB,exp_tank_destroyer,tank
cn_m5a1_stuart,China,2.7,0.5029144468818553,49098,16048,15862,GRB,exp_tank,tank
uk_17_pdr_m10_achilles,Britain,3.3,0.5054514757633083,336195,99394,97250,GRB,exp_tank_destroyer,tank
fr_amx_13_fl_11,France,4.3,0.5204495849944787,297645,100389,92500,GRB,exp_tank,tank
fr_m4a1_sherman,France,3.3,0.54675168447915,236488,78630,65183,GRB,exp_tank,tank
fr_arl_44_acl1,France,3.7,0.5394948759857315,275772,90442,77200,GRB,exp_heavy_tank,heavy_tank
fr_m10,France,3.3,0.5184164305585826,267395,80874,75128,GRB,exp_tank_destroyer,tank
sw_strv_m41_s2,Sweden,2.7,0.4701095409033972,200781,55920,63031,GRB,exp_tank,tank
sw_lago_1,Sweden,2.7,0.4700920967776997,220987,64876,73131,GRB,exp_tank,tank
sw_strv_m40l,Sweden,2.0,0.4820511031047448,176158,55258,59373,GRB,exp_tank,tank
sw_strv_m42_eh,Sweden,2.7,0.48661583242557904,255519,81750,86247,GRB,exp_tank,tank
f2g-1,Usa,6.0,0.5904651045093375,220502,58335,40460,ARB,exp_fighter,air
us_m46_patton,Usa,7.0,0.5052453690582448,917193,238879,233919,GRB,exp_tank,tank
germ_le_kpz_m41,Germany,6.7,0.41076105525809153,2143966,530410,760876,GRB,exp_tank,tank
fw-190a-1,Germany,3.0,0.48619389924057566,409768,95840,101283,ARB,exp_fighter,air
bf-110f-2,Germany,3.0,0.48140337423312884,38224,7533,8115,ARB,exp_assault,air
fr_m4a4_cn_75_50,France,5.0,0.48927589367552704,375377,101422,105868,GRB,exp_tank,tank
fr_m4a4_sherman,France,3.7,0.544203201642648,227513,71560,59935,GRB,exp_tank,tank
us_m47_patton_II,Usa,7.3,0.49423553560126116,599217,167104,171002,GRB,exp_tank,tank
bf-109f-4,Germany,4.0,0.4905515718432871,800339,197707,205323,ARB,exp_fighter,air
hurricane_mk1b,Britain,2.0,0.526063359838445,13851,4168,3755,ARB,exp_fighter,air
bf-110g-2,Germany,3.7,0.48262023831573747,188242,31268,33520,ARB,exp_assault,air
d_373,France,1.0,0.47737000912216687,43928,6803,7448,ARB,exp_fighter,air
fr_m4a3e2_sherman_jumbo,France,5.7,0.49932588179011006,175956,45924,46048,GRB,exp_heavy_tank,heavy_tank
j1n1_mod11_early,Japan,2.0,0.5430276902669541,23137,6550,5512,ARB,exp_fighter,air
uk_vickers_mbt_mk_1,Britain,8.0,0.5263177630169273,334278,98253,88427,GRB,exp_tank,tank
ussr_t_44,Ussr,6.7,0.46366431865442015,1616126,483409,559175,GRB,exp_tank,tank
uk_daimler_mk_2,Britain,1.3,0.5280310560464588,199764,67466,60303,GRB,exp_tank,wheeled_vehicle
uk_centurion_mk_10,Britain,8.0,0.5099013850769133,278207,63909,61427,GRB,exp_tank,tank
it_m15_42,Italy,2.7,0.4848956345594927,67307,16517,17546,GRB,exp_tank,tank
mc-202_ec,Italy,4.0,0.5303162486368593,47289,9726,8614,ARB,exp_fighter,air
it_m24_chaffee,Italy,3.7,0.5386741195080624,259229,86155,73784,GRB,exp_tank,tank
it_m4a4_sherman,Italy,3.7,0.5220307441797352,187051,53860,49314,GRB,exp_tank,tank
ju-87d-3_italy,Italy,2.0,0.5265544647031323,59642,11263,10127,ARB,exp_bomber,air
germ_sdkfz_251_10,Germany,1.0,0.5206611570247934,3683,693,638,GRB,exp_tank_destroyer,tank
germ_flakpanzer_I_ausf_A,Germany,1.3,0.4351800798394389,311276,78926,102438,GRB,exp_spaa,tank
hs-123a-1,Germany,1.0,0.49384624415442113,134518,25239,25868,ARB,exp_bomber,air
us_m2_medium,Usa,1.3,0.41955667467857005,144111,32991,45642,GRB,exp_tank,tank
p-36a,Usa,1.3,0.41673916826170176,106245,21555,30168,ARB,exp_fighter,air
us_m48a1_patton_III,Usa,7.7,0.48969666014017765,326468,86287,89918,GRB,exp_tank,tank
scout_ah_mk1,Britain,8.3,0.5607942592005534,299659,38918,30480,GRB,exp_helicopter,helicopter
it_oto_r3_t20_fa,Italy,6.0,0.4739425058507108,340730,81411,90363,GRB,exp_spaa,wheeled_vehicle
s_81_ar125,Italy,1.3,0.5357462686567164,35713,7179,6221,ARB,exp_bomber,air
fr_arl_44,France,5.3,0.49724343355825695,488939,152245,153933,GRB,exp_heavy_tank,heavy_tank
ussr_t_80,Ussr,2.3,0.43693325627279433,218873,43848,56506,GRB,exp_tank,tank
v_156_f,France,1.0,0.4978858350951374,34251,7065,7125,ARB,exp_bomber,air
sw_ikv_91,Sweden,8.0,0.4369818226104118,537081,139936,180297,GRB,exp_tank,tank
germ_pzkpfw_VI_ausf_b_tiger_IIh,Germany,6.7,0.42443396186512367,2887040,802771,1088621,GRB,exp_heavy_tank,heavy_tank
germ_jgdpz_IV_L48,Germany,4.3,0.45257778329249,900094,233436,282356,GRB,exp_tank_destroyer,tank
germ_pz_IV_L70,Germany,5.7,0.4305164007558743,1364950,265871,351692,GRB,exp_tank_destroyer,tank
it_as_42_metropolitana,Italy,1.3,0.4470581273208764,102324,30218,37375,GRB,exp_spaa,wheeled_vehicle
germ_kanonenjagdpanzer,Germany,6.3,0.41480175288510224,502998,118793,167592,GRB,exp_tank_destroyer,tank
sw_strv_81,Sweden,7.7,0.42504009747299876,245583,61746,83525,GRB,exp_tank,tank
it_semovente_breda_501,Italy,5.0,0.5103692314483084,194680,69375,66556,GRB,exp_tank_destroyer,wheeled_vehicle
ussr_is_2_1944,Ussr,6.7,0.45014325731527305,1634439,408329,498780,GRB,exp_heavy_tank,heavy_tank
f4u-1c,Usa,4.7,0.47141151417422666,144270,38297,42942,ARB,exp_fighter,air
ffvs_j22_a,Sweden,3.0,0.5131185035050856,96218,27595,26184,ARB,exp_fighter,air
il_2_37_1943,Ussr,2.7,0.5126172853895915,74756,17592,16726,ARB,exp_assault,air
jp_type_3_chi_nu,Japan,3.3,0.5103390975516955,217839,65723,63060,GRB,exp_tank,tank
it_l3_cc,Italy,1.0,0.41840729618507394,154881,37619,52291,GRB,exp_tank_destroyer,tank
ah_1g,Usa,8.0,0.4748247726537508,750329,132101,146109,GRB,exp_helicopter,helicopter
jp_type_3_ho_ni_III,Japan,2.3,0.5010458604169946,80214,22277,22184,GRB,exp_tank_destroyer,tank
saab_b18a,Sweden,2.7,0.5354097144975899,94115,23104,20048,ARB,exp_bomber,air
a6m2_n_zero,Japan,2.3,0.5437149455625206,58617,8240,6915,ARB,exp_fighter,air
me-262a1_u1,Germany,7.3,0.4438668938365724,551366,92224,115550,ARB,exp_assault,air
uk_conqueror_mk_2,Britain,7.7,0.5191221094485717,333981,99225,91915,GRB,exp_heavy_tank,heavy_tank
ffvs_j22_b,Sweden,3.7,0.5296780508267207,104273,30305,26909,ARB,exp_fighter,air
