Vehicle,Country,BR,WinRate,Games,Victories,Defeats,BattleType,UnitClass,UnitMoveType
it_destroyer_leone_class,Italy,4.0,0.47685907436297453,3834,917,1006,NRB,exp_destroyer,ship
it_battleship_littorio_class_roma,Italy,8.3,0.4837133550488599,1245,594,634,NRB,exp_cruiser,ship
he_112b_1,Germany,2.0,0.5483785921434221,8964,2080,1713,ARB,exp_fighter,air
be_6,Ussr,5.0,0.5311987898651204,17385,4214,3719,ARB,exp_bomber,air
spitfire_ix_plagis,Britain,5.7,0.585320205061437,23440,7193,5096,ARB,exp_fighter,air
germ_pzkpfw_VI_ausf_h1_tiger_animal_version,Germany,5.7,0.5123860786592452,28873,8377,7972,GRB,exp_heavy_tank,heavy_tank
la-11,Ussr,5.3,0.4869466515323496,3084,429,452,ARB,exp_fighter,air
tempest_mkv_luftwaffe,Germany,5.7,0.5117710974284679,9259,1413,1348,ARB,exp_fighter,air
germ_escort_typem1943,Germany,4.0,0.5860759493670886,6422,1852,1308,NRB,exp_submarine_chaser,fast_ship
mig-15bis_ish,Ussr,8.0,0.5631206780013518,193251,43322,33610,ARB,exp_fighter,air
bf-109g-2_romania,Germany,4.3,0.5313024035774175,9182,1901,1677,ARB,exp_fighter,air
uk_cruiser_tiger,Britain,5.7,0.5351170568561873,1498,320,278,NRB,exp_cruiser,ship
uk_destroyer_haida,Britain,4.7,0.5,992,148,148,NRB,exp_destroyer,ship
ussr_su_122P,Ussr,5.7,0.49989607150280607,53960,12025,12030,GRB,exp_tank_destroyer,tank
us_m60a3_slep,Usa,10.0,0.4830440229062276,46596,10797,11555,GRB,exp_tank,tank
germ_mz_1,Germany,3.0,0.4997705369435521,7476,2178,2180,NRB,exp_gun_boat,fast_ship
germ_frigate_koln_lubeck,Germany,4.3,0.5670778720123362,6276,1471,1123,NRB,exp_torpedo_gun_boat,fast_ship
germ_type140_jaguar,Germany,4.0,0.5218150087260035,11225,2093,1918,NRB,exp_torpedo_boat,fast_ship
germ_type143_bussard,Germany,3.7,0.5767929634641408,6328,1705,1251,NRB,exp_gun_boat,fast_ship
germ_pzkpfw_VI_tiger_P,Germany,5.3,0.5118717237126118,13347,3320,3166,GRB,exp_heavy_tank,heavy_tank
germ_leopard_2_pt14,Germany,10.7,0.49014069635456536,59329,18568,19315,GRB,exp_tank,tank
germ_artilleriefahrprahm_typ_d1,Germany,2.7,0.4872331519464211,9150,2328,2450,NRB,exp_naval_ferry_barge,slow_ship
f-86k_late_german,Germany,9.0,0.5667157889293932,54245,21920,16759,ARB,exp_fighter,air
ffa_p16,Germany,9.0,0.5452676010606634,33433,10076,8403,ARB,exp_fighter,air
su-7bmk,Ussr,9.3,0.4946148367183959,89467,22916,23415,ARB,exp_assault,air
uk_centurion_action_x,Britain,7.7,0.5103469781154326,61853,18003,17273,GRB,exp_tank,tank
f-104a_china,China,9.3,0.532557293561295,14528,5856,5140,ARB,exp_fighter,air
f-104g_china,China,10.7,0.47152302517109385,21115,8130,9112,ARB,exp_fighter,air
jaguar_e,France,10.7,0.5852556708958093,21907,6089,4315,ARB,exp_assault,air
f-5a_china,China,10.7,0.543470286133529,28671,8889,7467,ARB,exp_fighter,air
fr_amx_30,France,8.0,0.5502586665377363,91438,34143,27906,GRB,exp_tank,tank
p-51c-11-nt_japan,Japan,3.7,0.6469868045163923,10546,4756,2595,ARB,exp_fighter,air
sw_m24_chaffee_dk,Sweden,3.7,0.5251524048818429,334415,128958,116605,GRB,exp_tank,tank
n1k2_j,Japan,6.0,0.5513044694691194,24643,7882,6415,ARB,exp_fighter,air
f-4ej_kai,Japan,12.3,0.5183823529411765,65503,24675,22925,ARB,exp_fighter,air
jp_armoredcruiser_ikoma,Japan,5.7,0.4578102653742253,15154,2881,3412,NRB,exp_cruiser,ship
mirage_2000c_s5,France,12.7,0.5755212045039325,81880,44417,32760,ARB,exp_fighter,air
mirage_2000_5f,France,13.7,0.6102769362316918,154169,82792,52871,ARB,exp_fighter,air
rafale_c_f3,France,14.0,0.661932732889527,671580,380330,194245,ARB,exp_fighter,air
me-262c-2b,Germany,7.7,0.4876754536117768,26190,5698,5986,ARB,exp_fighter,air
j2m5_30mm,Japan,5.0,0.6096256684491979,8503,2964,1898,ARB,exp_fighter,air
j2m4_kai,Japan,5.0,0.5872663335184157,8223,3173,2230,ARB,exp_fighter,air
yak-3t,Ussr,5.0,0.5545900178253119,11779,2489,1999,ARB,exp_fighter,air
jp_type_5_ho_ri_prototype,Japan,6.7,0.5290961416516268,35216,10847,9654,GRB,exp_tank_destroyer,tank
ki-96,Japan,3.7,0.672019269369731,3896,1674,817,ARB,exp_fighter,air
yak-3_vk107,Ussr,5.7,0.5523272622145129,37028,7642,6194,ARB,exp_fighter,air
a-26c,Usa,5.3,0.5386363636363637,1659,237,203,ARB,exp_bomber,air
h8k3,Japan,4.0,0.6179525222551929,4191,833,515,ARB,exp_bomber,air
ki_87,Japan,5.7,0.5551941010626762,12154,2560,2051,ARB,exp_fighter,air
it_m60a1_ariete,Italy,8.0,0.5144721124689884,20009,5599,5284,GRB,exp_tank,tank
fiat_g91_r4,Italy,8.7,0.5520552243489175,40563,8797,7138,ARB,exp_fighter,air
bf-109g-2_hungary,Italy,4.3,0.5411392405063291,11515,3249,2755,ARB,exp_fighter,air
a_129_a,Italy,11.0,0.5435111207082703,14675,2517,2114,ARB,exp_helicopter,helicopter
re_2001_serie1_ep,Italy,3.0,0.5256441717791411,9545,2142,1933,ARB,exp_fighter,air
morko_morane,Sweden,2.3,0.5399066015707917,22871,5087,4335,ARB,exp_fighter,air
su_6_single,Ussr,4.0,0.5609322351179333,28503,5993,4691,ARB,exp_assault,air
ussr_t_34_1940_l_11,Ussr,3.3,0.5917415917415917,4078,1777,1226,GRB,exp_tank,tank
f-84f_italy,Italy,8.3,0.5238095238095238,12634,2805,2550,ARB,exp_assault,air
cr_32_bis,Italy,1.7,0.65,302,117,63,ARB,exp_fighter,air
yak-17,Ussr,6.7,0.53094823492164,16336,3354,2963,ARB,exp_fighter,air
it_l6_leone,Italy,1.0,0.4344755970924195,8260,2092,2723,GRB,exp_tank,tank
he_112b_1_italy,Italy,2.0,0.5166666666666667,3015,806,754,ARB,exp_fighter,air
f-86k_late_italy,Italy,9.0,0.5333622183708839,13715,4924,4308,ARB,exp_fighter,air
f-104g_italy,Italy,11.0,0.4552350081037277,21457,7022,8403,ARB,exp_fighter,air
late_298d,France,1.3,0.5161887141535615,5742,558,523,ARB,exp_bomber,air
il_magach_6r,Israel,8.7,0.5068348770360908,107562,31738,30882,GRB,exp_tank,tank
il_magach_6b,Israel,8.7,0.5270724421209858,57243,16938,15198,GRB,exp_tank,tank
il_magach_6_rocket,Israel,8.7,0.5322933510891278,51692,16788,14751,GRB,exp_tank,tank
il_magach_6m,Israel,9.0,0.48277412971125305,59389,16101,17250,GRB,exp_tank,tank
il_magach_6c,Israel,9.3,0.49289526582103,28306,7111,7316,GRB,exp_tank,tank
il_magach_6b_gal_batash,Israel,9.3,0.498504353991713,85888,22498,22633,GRB,exp_tank,tank
il_magach_7c,Israel,9.3,0.5086615852033474,37051,9543,9218,GRB,exp_tank,tank
so_4050_vautour_2n_iaf,Israel,9.0,0.5309309309309309,3354,884,781,ARB,exp_bomber,air
nesher,Israel,10.0,0.55014283566381,9356,3659,2992,ARB,exp_fighter,air
a_4e_early_iaf,Israel,8.7,0.5477782147070389,34227,9751,8050,ARB,exp_assault,air
il_merkava_mk_3c,Israel,11.3,0.5141366934338609,147890,39824,37634,GRB,exp_tank,tank
il_merkava_mk_4b,Israel,12.0,0.5469901371726562,238922,67550,55944,GRB,exp_tank,tank
il_mim_72_chaparral,Israel,9.7,0.45848054413920736,142604,19076,22531,GRB,exp_spaa,tank
il_merkava_mk_4_lic,Israel,12.0,0.5573799249201838,166845,47661,37848,GRB,exp_tank,tank
il_merkava_mk_4m,Israel,12.0,0.5780903833579849,222701,91066,66463,GRB,exp_tank,tank
hunter_f6_holland,France,9.3,0.5254287403903016,18203,7108,6420,ARB,exp_fighter,air
mig-15bis_nr23_hungary,Italy,8.3,0.5569595130987034,22381,8419,6697,ARB,exp_fighter,air
mig-17pf_hungary,Italy,8.7,0.572648169430307,7826,3488,2603,ARB,exp_fighter,air
il_sabra_mk1,Israel,10.0,0.5141823651600889,93068,28714,27130,GRB,exp_tank,tank
il_namer_tsrikhon,Israel,11.3,0.5452138467790599,161358,44273,36930,GRB,exp_tank,tank
ah_1f_iaf,Israel,9.7,0.49602203182374544,11043,1621,1647,GRB,exp_helicopter,helicopter
su_22m3_hungary,Italy,11.0,0.4743856726364015,8445,2278,2524,ARB,exp_assault,air
p-38j_marge,Usa,4.3,0.5620993589743589,5532,1403,1093,ARB,exp_fighter,air
ussr_2s19_m2,Ussr,7.3,0.46757292551685076,209786,62738,71440,GRB,exp_tank_destroyer,tank
jp_t14_class_mod02,Japan,1.0,0.4889623546976645,24354,4585,4792,NRB,exp_torpedo_boat,fast_ship
ah_6m,Usa,10.3,0.49339398180545835,175397,35253,36197,NRB,exp_helicopter,helicopter
ah_1s,Japan,9.7,0.5164502934376667,62928,8712,8157,NRB,exp_helicopter,helicopter
ah_64a_peten,Usa,11.7,0.5166958269739046,102432,13880,12983,NRB,exp_helicopter,helicopter
saab_j29d,Sweden,8.3,0.5566723364775011,14243,3600,2867,ARB,exp_fighter,air
oh_58d,Usa,10.3,0.5136045868329729,63163,10212,9671,ARB,exp_helicopter,helicopter
mh_60l_dap,Usa,11.3,0.5292850489054495,56657,9091,8085,ARB,exp_helicopter,helicopter
us_ashville_class_douglas,Usa,4.0,0.4919424709755675,15299,2839,2932,NRB,exp_gun_boat,fast_ship
ah_2_rooivalk,Britain,11.7,0.530161750713606,72368,13930,12345,NRB,exp_helicopter,helicopter
us_cruiser_baltimore_class,Usa,6.3,0.4581589958158996,3236,438,518,NRB,exp_cruiser,ship
fr_vbci2_mct30,France,9.7,0.5626860609714738,224967,74660,58025,GRB,exp_tank,wheeled_vehicle
rah_66,Usa,11.3,0.5176735721090273,303731,72817,67845,GRB,exp_helicopter,helicopter
us_sl_amraam_fcs,Usa,12.0,0.49315990584289954,427865,122351,125745,GRB,exp_spaa,wheeled_vehicle
us_battleship_arkansas,Usa,6.7,0.4821604220692122,28834,10784,11582,NRB,exp_cruiser,ship
mirage_milan,France,9.7,0.5095804150870655,115470,39653,38162,ARB,exp_fighter,air
fa_18c_switzerland,Germany,12.7,0.5283155770310244,912797,369888,330239,ARB,exp_fighter,air
a_7d,Usa,10.3,0.496398891966759,75385,18816,19089,ARB,exp_assault,air
f-84f_germany,Germany,8.3,0.49756121354014243,95579,20402,20602,ARB,exp_assault,air
il_28_hungary,Italy,8.0,0.5214769360981802,21326,4929,4523,ARB,exp_bomber,air
hornet_mk1,Britain,6.0,0.5711387268577226,9579,2252,1691,ARB,exp_fighter,air
d_520,Britain,3.0,0.5362318840579711,193,74,64,ARB,exp_fighter,air
ki_10_2_commander,Japan,1.0,0.4725663716814159,1629,267,298,ARB,exp_fighter,air
us_m4a2_1944_germ,Germany,4.0,0.5233108950386437,7512,2099,1912,GRB,exp_tank,tank
sm_79_iar,Germany,2.3,0.3904109589041096,302,57,89,ARB,exp_bomber,air
p-26a_34,Usa,1.0,0.6053412462908012,529,204,133,ARB,exp_fighter,air
a7he1,Japan,2.0,0.5384615384615384,2911,644,552,ARB,exp_fighter,air
f_2a,Japan,13.7,0.4992820185535523,297091,131430,131808,ARB,exp_fighter,air
sw_vickers_mk_e_45,Sweden,1.0,0.50201126307321,2529,624,619,GRB,exp_tank,tank
il_centurion_shot_kal_d,Israel,9.0,0.48512509577905855,51492,14562,15455,GRB,exp_tank,tank
fr_amx_13_75_ss11,France,7.0,0.5417923816707524,68603,22985,19439,GRB,exp_tank,tank
saab_j29f,Sweden,9.0,0.49118442737647316,40606,15796,16363,ARB,exp_fighter,air
saab_j29b,Sweden,7.7,0.5052634464608805,68015,18431,18047,ARB,exp_fighter,air
saab_j35d,Sweden,10.0,0.5072490197866326,53281,22252,21616,ARB,exp_fighter,air
saab_ajs37,Sweden,11.0,0.5566551011866993,154604,41232,32839,ARB,exp_assault,air
sb_2m_103_mv3,Ussr,1.7,0.6238532110091743,2993,68,41,ARB,exp_bomber,air
us_destroyer_mitscher_wilkinson,Usa,4.7,0.5466796332314532,13832,3935,3263,NRB,exp_destroyer,ship
germ_destroyer_class1924_iltis,Germany,3.7,0.5176600441501104,4418,938,874,NRB,exp_destroyer,ship
uk_destroyer_v_class_verdun,Britain,3.7,0.49816176470588236,1172,271,273,NRB,exp_destroyer,ship
uk_destroyer_g_garland,Britain,3.7,0.5173661360347322,2524,715,667,NRB,exp_destroyer,ship
jp_destroyer_yugure,Japan,4.3,0.5210884353741496,3779,766,704,NRB,exp_destroyer,ship
it_destroyer_leone_class_tigre,Italy,4.0,0.489193083573487,2285,679,709,NRB,exp_destroyer,ship
sm_79_1943,Germany,2.3,0.5214723926380368,368,85,78,ARB,exp_bomber,air
sm_79_1941,Germany,2.3,0.4716981132075472,303,75,84,ARB,exp_bomber,air
he51c1_late,Germany,1.0,0.5228758169934641,1847,240,219,ARB,exp_fighter,air
uk_destroyer_tribal_mohawk,Britain,4.7,0.46883468834688347,697,173,196,NRB,exp_destroyer,ship
germ_battleship_kaiser,Germany,6.7,0.4629898403483309,12691,1914,2220,NRB,exp_cruiser,ship
germ_battlecruiser_von_der_tann,Germany,6.0,0.49137443438914025,18714,3475,3597,NRB,exp_cruiser,ship
germ_battleship_westfalen,Germany,6.0,0.5019901097575684,18243,4162,4129,NRB,exp_cruiser,ship
germ_battleship_helgoland,Germany,6.7,0.43930767478934185,12156,1929,2462,NRB,exp_cruiser,ship
germ_battleship_bayern,Germany,7.0,0.48872760963557754,21818,3165,3311,NRB,exp_cruiser,ship
ussr_cruiser_kerch,Ussr,5.3,0.5474747474747474,1619,542,448,NRB,exp_cruiser,ship
germ_cruiser_elbing,Germany,4.7,0.47436012572968117,25520,5282,5853,NRB,exp_cruiser,ship
us_cruiser_fargo_class,Usa,6.0,0.4853003834682573,19384,3417,3624,NRB,exp_cruiser,ship
us_cruiser_baltimore_class_pittsburgh,Usa,6.3,0.4752124645892351,16010,2013,2223,NRB,exp_cruiser,ship
us_battleship_north_dakota,Usa,6.3,0.4636363636363636,16304,3570,4130,NRB,exp_cruiser,ship
us_battleship_arizona_1931,Usa,7.3,0.475448168355417,15172,2440,2692,NRB,exp_cruiser,ship
us_battleship_wyoming_class,Usa,6.7,0.4796380090497738,16107,3180,3450,NRB,exp_cruiser,ship
us_cruiser_des_moines_class,Usa,6.7,0.45010908255827303,17675,3920,4789,NRB,exp_cruiser,ship
us_m728,Usa,7.0,0.5334954078876283,27142,3950,3454,GRB,exp_tank,tank
us_battleship_nevada,Usa,7.3,0.4770874332302502,17949,3394,3720,NRB,exp_cruiser,ship
us_battleship_texas,Usa,7.0,0.45109662122110256,10615,2283,2778,NRB,exp_cruiser,ship
ariete,Italy,9.3,0.5950873250944745,29894,11653,7929,ARB,exp_fighter,air
us_pc_466_carmi,Usa,2.3,0.4748743718592965,1572,378,418,NRB,exp_submarine_chaser,fast_ship
uh_1c,Usa,8.7,0.5092889173606663,73547,11130,10724,NRB,exp_helicopter,helicopter
ah_64a,Usa,11.7,0.5346454339751526,63946,12523,10900,NRB,exp_helicopter,helicopter
ah_1f,Usa,9.7,0.49401643882287805,60668,11600,11881,NRB,exp_helicopter,helicopter
ah_64d,Usa,12.0,0.5132509060997866,139823,19967,18936,NRB,exp_helicopter,helicopter
a_4e_late_iaf,Israel,8.7,0.5479853844050607,74400,22046,18185,ARB,exp_assault,air
f_15a_iaf,Israel,13.0,0.5063559322033898,8491,3107,3029,ARB,exp_fighter,air
il_spyder_aio,Israel,12.0,0.5376812694556222,108960,35409,30446,GRB,exp_spaa,wheeled_vehicle
tiger_had_spain,Germany,11.0,0.49400335008375207,123525,22119,22656,GRB,exp_helicopter,helicopter
ussr_battleship_marat,Ussr,6.7,0.5037713378324732,12301,3807,3750,NRB,exp_cruiser,ship
su_34,Ussr,13.3,0.4970038717810193,833307,220789,223451,ARB,exp_assault,air
f-84g_china,China,7.7,0.5245140337940665,142941,33432,30307,ARB,exp_assault,air
mb_151c1,France,1.7,0.524288840262582,6089,1198,1087,ARB,exp_fighter,air
f_16a_block_20_mlu,China,12.7,0.5166894421008853,133893,43482,40673,ARB,exp_fighter,air
mig-17_china,China,8.7,0.5545050852313422,18144,3871,3110,ARB,exp_fighter,air
j_11a,China,13.7,0.5160813527255528,20320,8729,8185,ARB,exp_fighter,air
cn_vt_5,China,11.0,0.5566111969224492,718371,286485,228210,GRB,exp_tank,tank
germ_iris_slm_fcs,Germany,12.0,0.5463956858449037,689871,244894,203305,GRB,exp_spaa,wheeled_vehicle
su_22m4,Germany,11.0,0.505529889402212,43137,10833,10596,ARB,exp_assault,air
il_28_china,China,8.0,0.506320294615308,46488,10174,9920,ARB,exp_bomber,air
mig-9_late_china,China,7.3,0.5353846153846153,17624,3828,3322,ARB,exp_fighter,air
q_5a,China,10.0,0.5078500480615188,66599,20605,19968,ARB,exp_assault,air
ussr_1124_rct,Ussr,2.0,0.4875,436,78,82,NRB,exp_gun_boat,fast_ship
sm_79_iar_italy,Italy,2.3,0.49566587864460204,2028,629,640,ARB,exp_bomber,air
gladiator_mk1_belgium,France,1.0,0.5215633423180593,6313,1935,1775,ARB,exp_fighter,air
germ_9a33bm3,Germany,10.3,0.46034473099404283,138886,24651,28898,GRB,exp_spaa,wheeled_vehicle
alpha_jet_a_thailand,Japan,8.7,0.5687315820161685,107950,36090,27367,ARB,exp_assault,air
so_4050_vautour_2n_late,France,8.3,0.5378812441908221,63285,24884,21379,ARB,exp_fighter,air
us_pt811,Usa,3.7,0.5842444631342865,9310,2084,1483,NRB,exp_torpedo_boat,fast_ship
a_109_eoa2,Italy,8.7,0.5381144621230112,13319,2266,1945,NRB,exp_helicopter,helicopter
it_destroyer_soldati_serie1_geniere,Italy,4.3,0.5123152709359606,666,104,99,NRB,exp_destroyer,ship
ussr_t_34_85_zis_53_kit_3rank,Ussr,5.7,0.5164351523212458,189590,69114,64715,GRB,exp_tank,tank
ussr_is_1_kit_3rank,Ussr,5.7,0.4993032805795229,180783,54107,54258,GRB,exp_heavy_tank,heavy_tank
ussr_sdkfz_251_21_kit_3rank,Ussr,4.0,0.40613939922101483,141576,22836,33391,GRB,exp_spaa,tank
it_destroyer_fletcher_geniere,Italy,4.3,0.5656154628687691,2367,556,427,NRB,exp_destroyer,ship
fokker_d21_netherlands,France,1.7,0.5341120254844705,9485,4024,3510,ARB,exp_fighter,air
it_destroyer_impetuoso_class_impetuoso,Italy,4.3,0.4734256364448414,4843,1060,1179,NRB,exp_destroyer,ship
hkp2,Sweden,8.3,0.5124341985841351,49095,5646,5372,NRB,exp_helicopter,helicopter
mi_8tv,Ussr,8.3,0.5262849897590949,61649,10792,9714,NRB,exp_helicopter,helicopter
mi_8amtsh,Ussr,9.7,0.5101472884001901,31062,7516,7217,NRB,exp_helicopter,helicopter
hkp9a_cb2,Sweden,9.3,0.5517888416312234,26997,4411,3583,NRB,exp_helicopter,helicopter
hkp9a_cb3_fc,Sweden,9.7,0.5457975986277873,13059,1591,1324,NRB,exp_helicopter,helicopter
ahs,Sweden,11.7,0.6048160371592715,63566,9896,6466,NRB,exp_helicopter,helicopter
su_25sm3,Ussr,11.7,0.4802506468809427,89153,15405,16672,ARB,exp_assault,air
sa_316b,France,8.3,0.5720037693823353,51419,6677,4996,ARB,exp_helicopter,helicopter
mi_8amtsh_vn,Ussr,11.0,0.48039041703637975,11806,2707,2928,ARB,exp_helicopter,helicopter
ussr_t_72b3_arena_m,Ussr,12.0,0.41318520906656636,301074,92275,131051,GRB,exp_tank,tank
b_10b,Usa,1.3,0.46907706945765937,9096,1479,1674,ARB,exp_bomber,air
cn_m41_a3_walker_bulldog,China,5.3,0.5374492476713637,55886,22503,19367,GRB,exp_tank,tank
ki-27_otsu_ep,Japan,2.0,0.5774443368828654,3524,1193,873,ARB,exp_fighter,air
fr_destroyer_desaix_class_kleber,France,4.0,0.49404388714733544,3074,788,807,NRB,exp_destroyer,ship
alpha_jet_e,France,8.7,0.5565780380460481,108135,30604,24382,ARB,exp_assault,air
mirage_4000,France,13.0,0.5563515261871675,46803,23221,18517,ARB,exp_fighter,air
mirage_f1c,France,12.0,0.593677571336297,56157,31250,21388,ARB,exp_fighter,air
f-8e_fn,France,10.0,0.5280761989146084,10102,4768,4261,ARB,exp_fighter,air
f-100d_france,France,9.3,0.5262059973924381,34374,10090,9085,ARB,exp_fighter,air
mirage_5f,France,10.0,0.5533866666666667,33410,10376,8374,ARB,exp_fighter,air
sw_cv_9035_dk,Sweden,9.7,0.4956817587019105,83193,24622,25051,GRB,exp_tank,tank
f_15c_baz_msip,Israel,13.7,0.501739886907351,6407,2307,2291,ARB,exp_fighter,air
mirage_5ba,France,10.3,0.5192556473280924,13222,5218,4831,ARB,exp_fighter,air
tiger_hap_france,France,10.0,0.571518759018759,121165,25348,19004,ARB,exp_helicopter,helicopter
f-104g_belgium,France,11.0,0.51943080635766,14053,6242,5775,ARB,exp_fighter,air
f_16a_block_15_belgium,France,13.0,0.5480415290231241,26422,11613,9577,ARB,exp_fighter,air
md_454_mystere_4a,France,8.7,0.5557521175083092,38110,10367,8287,ARB,exp_fighter,air
mirage_3e,France,10.7,0.5411415863602669,38414,13140,11142,ARB,exp_fighter,air
f_16am_block_15_mlu_belgium,France,13.7,0.5744311608175858,28537,11916,8828,ARB,exp_fighter,air
jaguar_a,France,10.7,0.571585672392124,82202,21830,16362,ARB,exp_assault,air
mirage_2000d_r1,France,12.3,0.6122837213515717,20636,6759,4280,ARB,exp_assault,air
mirage_2000d_rmv,France,12.7,0.5959469992205768,62554,11469,7776,ARB,exp_assault,air
mirage_f1ct,France,12.0,0.6006585743801653,16595,9303,6185,ARB,exp_fighter,air
fr_cruiser_chateaurenault_class_guichen,France,4.3,0.5325767129045818,4680,1267,1112,NRB,exp_destroyer,ship
fr_leopard_2a5nl,France,12.0,0.563451337014182,78461,26023,20162,GRB,exp_tank,tank
mig-19j_6a,China,9.3,0.5494882375006699,23142,10254,8407,ARB,exp_fighter,air
us_destroyer_bagley_class_bagley,Usa,4.0,0.4734336110810518,17886,4375,4866,NRB,exp_destroyer,ship
ussr_mkl_186_mk85,Ussr,3.3,0.5225464190981433,1434,394,360,NRB,exp_gun_boat,fast_ship
cn_ztz_59a,China,8.0,0.563768188912945,33556,11197,8664,GRB,exp_tank,tank
sb_2m_103u,Ussr,2.3,0.546875,213,35,29,ARB,exp_bomber,air
spitfiremkiia_ep,Britain,3.0,0.5572822065253952,27829,8284,6581,ARB,exp_fighter,air
ah_mk1,Britain,12.0,0.5290121189864121,28007,5762,5130,ARB,exp_helicopter,helicopter
p-63c-5_ussr,Ussr,4.0,0.5854922279792746,7844,2034,1440,ARB,exp_fighter,air
cn_hq_17,China,11.3,0.5052140636211433,312890,42246,41374,GRB,exp_spaa,tank
t2_early,Japan,9.7,0.6001330089781061,73470,34291,22848,ARB,exp_fighter,air
uk_crusader_aa_mk_2_kit_3rank,Britain,4.0,0.46994114984155727,121529,20762,23418,GRB,exp_spaa,tank
uk_sherman_vc_firefly_kit_3rank,Britain,4.7,0.5612266928361138,148182,57189,44711,GRB,exp_tank,tank
uk_a30_sp_avenger_kit_3rank,Britain,4.7,0.5729410442193903,145189,56064,41789,GRB,exp_tank,tank
ussr_object_140,Ussr,8.3,0.5562969408316542,261905,121473,96887,GRB,exp_tank,tank
spitfire_mk9c_4cannons,Britain,4.7,0.6380753138075314,11582,3660,2076,ARB,exp_fighter,air
jp_escort_akebono_class,Japan,3.3,0.5540796963946869,4661,1168,940,NRB,exp_torpedo_gun_boat,fast_ship
sw_strv_81_rb52,Sweden,7.7,0.43805167709837906,23597,5459,7003,GRB,exp_tank,tank
us_m5a1_stuart_td,Usa,2.7,0.5088757396449705,870,172,166,GRB,exp_tank,tank
cn_is_2_1943_no402,China,6.3,0.49000894721145244,12181,3286,3420,GRB,exp_heavy_tank,heavy_tank
av_8s_thailand,Japan,9.7,0.553856780167264,69515,29669,23899,ARB,exp_assault,air
f_16a_block_10_netz_mod,Israel,12.7,0.50939947550132,147058,57690,55561,ARB,exp_fighter,air
harrier_t10,Britain,11.3,0.5624200562803786,30029,8794,6842,ARB,exp_assault,air
uk_tracked_rapier,Britain,9.7,0.47624497543546224,78896,17061,18763,GRB,exp_spaa,tank
sw_kv_1_1942_fin,Sweden,4.7,0.5429589393142924,24316,9296,7825,GRB,exp_heavy_tank,heavy_tank
il_magach_3,Israel,8.0,0.48934740882917466,18014,5099,5321,GRB,exp_tank,tank
sea_fury_fb51,France,5.7,0.5679983693436608,39583,13933,10597,ARB,exp_fighter,air
us_elco_80ft_pt109_boat,Usa,1.7,0.4583333333333333,602,88,104,NRB,exp_torpedo_boat,fast_ship
us_tucumcari_pgh2,Usa,3.0,0.502466223461291,9106,2343,2320,NRB,exp_gun_boat,fast_ship
us_lcs_l_3,Usa,3.7,0.5102695763799743,4473,1590,1526,NRB,exp_gun_boat,fast_ship
us_huckins_78ft_pt95,Usa,1.7,0.5134350036310821,6736,2121,2010,NRB,exp_torpedo_boat,fast_ship
us_elco_80ft_pt174,Usa,2.3,0.5043936731107206,3015,574,564,NRB,exp_torpedo_boat,fast_ship
gladiator_mk2_france,Britain,1.3,0.4375,64,7,9,ARB,exp_fighter,air
z_10,China,11.7,0.5433528759309143,190433,34291,28819,ARB,exp_helicopter,helicopter
cn_antelope_tc_1l_ads,China,10.3,0.47925500956181927,145359,23056,25052,GRB,exp_spaa,wheeled_vehicle
cn_pgz_625_fb10,China,12.0,0.5202055921052632,359232,126514,116686,GRB,exp_spaa,wheeled_vehicle
z_10me,China,12.0,0.5807396558037349,130385,44408,32060,GRB,exp_helicopter,helicopter
d_510c,China,1.3,0.5728155339805825,3351,944,704,ARB,exp_fighter,air
sw_bmp_2md,Sweden,8.7,0.4689679067954437,73372,21656,24522,GRB,exp_tank,tank
bo_105pah1_a1,Germany,9.3,0.5295515013302927,73953,11146,9902,GRB,exp_helicopter,helicopter
it_c1_ariete_certezza,Italy,11.7,0.5291013799411037,124919,52644,46853,GRB,exp_tank,tank
super_hind_mk3,Britain,10.3,0.5210576225804652,42418,9341,8586,GRB,exp_helicopter,helicopter
germ_pr_131,Germany,3.0,0.4977286678944137,18394,4054,4091,NRB,exp_torpedo_boat,fast_ship
fr_battleship_strasbourg,France,7.3,0.5086483023702755,6160,2382,2301,NRB,exp_cruiser,ship
saab_jas39a,Sweden,13.0,0.5680297472691362,143441,56369,42867,ARB,exp_fighter,air
saab_jas39c,Sweden,13.7,0.5842174678560523,219581,89921,63996,ARB,exp_fighter,air
sw_cv_90_mk4,Sweden,10.7,0.5449780440135036,278816,85882,71706,GRB,exp_tank,tank
tiger_had_block2_france,France,12.3,0.6025109489051095,52556,10318,6807,GRB,exp_helicopter,helicopter
germ_artilleriefahrprahm_typ_d3,Germany,3.3,0.5169584245076586,3158,945,883,NRB,exp_naval_ferry_barge,slow_ship
jp_escort_ikazuchi_class,Japan,3.3,0.5355163727959698,4236,1063,922,NRB,exp_torpedo_gun_boat,fast_ship
jp_escort_chikugo_class,Japan,3.3,0.5463362068965517,8541,2535,2105,NRB,exp_torpedo_gun_boat,fast_ship
jp_type_11_pt_15,Japan,3.3,0.5230717413270461,17989,3106,2832,NRB,exp_torpedo_boat,fast_ship
germ_rdm242,Germany,2.7,0.4834243369734789,8764,2479,2649,NRB,exp_gun_boat,fast_ship
germ_escort_typem1935,Germany,4.0,0.541374474053296,2889,772,654,NRB,exp_submarine_chaser,fast_ship
