Country,BR,Full Downtier,Downtier,Uptier,Count
China,5.0,0.2608866501397753,0.05159291101851363,0.6875204388417111,379180
China,5.3,0.05781728873770167,0.0,0.9421827112622984,338359
China,5.7,0.22663793252398134,0.18284559115733984,0.5905164763186788,636641
China,6.0,0.13026133507601478,0.22647659801128417,0.643262066912701,893642
China,6.3,0.3572306063012973,0.0,0.6427693936987027,566550
China,6.7,0.5190666528597563,0.27461806634220426,0.20631528079803943,724275
China,7.0,0.3629702760704848,0.3015862008555119,0.3354435230740032,547976
China,7.3,0.4538381899418635,0.0,0.5461618100581365,364143
China,7.7,0.2843645096710842,0.06543681634455092,0.6501986739843649,525484
China,8.0,0.04047321147976869,0.1936148700739996,0.7659119184462317,849599
China,8.3,0.19882586434466454,0.0,0.8011741356553355,827332
China,8.7,0.4225716006614334,0.38222762560494317,0.1952007737336234,808547
China,9.0,0.2813982455916712,0.32213442694001976,0.39646732746830904,1098262
China,9.3,0.3957887011805822,0.0,0.6042112988194178,893881
China,9.7,0.3453732212061333,0.6074563275059576,0.04717045128790912,456981
China,10.0,0.32003375620823704,0.3026264820220522,0.37733976176971074,867396
China,10.3,0.19939625920746487,0.0,0.8006037407925352,1316459
China,10.7,0.01772873781025908,0.2514616997250549,0.7308095624646861,1215879
China,11.0,0.13874231748002455,0.33952608880321494,0.5217315937167605,2203704
China,11.3,0.5456337413957939,0.0,0.45436625860420615,1371277
China,11.7,0.5317248312508976,0.15628201445736992,0.31199315429173247,1671120
China,12.0,0.15973211418785646,0.22133973486643935,0.6189281509457042,1635025
China,12.3,0.4245208984129852,0.0,0.5754791015870149,852481
China,12.7,0.5152144890672881,0.484785510932712,0.0,1011963
China,13.0,1.0,0.0,0.0,490585
France,1.0,5.807774286660123e-06,0.00010453993715988222,0.9998896522885534,172183
France,1.3,8.784815933703923e-05,0.0,0.999912151840663,204899
France,1.7,0.04418366582607176,0.8155401862625153,0.14027614791141294,200255
France,2.0,0.6432625538133107,0.16371456592893688,0.19302288025775247,253887
France,2.3,0.18984046367385715,0.0,0.8101595363261429,218947
France,2.7,0.18584111778559897,0.13836698510148457,0.6757918971129164,151156
France,3.0,0.062204443386967255,0.46535704725931654,0.47243850935371623,336230
France,3.3,0.3948375146991284,0.0,0.6051624853008716,396282
France,3.7,0.31400817681596016,0.17428913958992961,0.5117026835941102,325310
France,4.0,0.1184114347293984,0.3824323026093204,0.4991562626612812,478822
France,4.3,0.6360769057088768,0.0,0.3639230942911232,287885
France,4.7,0.4986280853103283,0.21730469686077164,0.2840672178289001,333840
France,5.0,0.21945958700637097,0.09747944409823271,0.6830609688953964,330562
France,5.3,0.07546334677589332,0.0,0.9245366532241067,427002
France,5.7,0.2090499473148193,0.2886905417976448,0.5022595108875358,453638
France,6.0,0.17470947567546655,0.35194832395713405,0.4733422003673994,749593
France,6.3,0.494104118127402,0.0,0.505895881872598,533932
France,6.7,0.21652473635744202,0.12066214504355792,0.662813118599,1052277
France,7.0,0.11071330164033916,0.12481645152401913,0.7644702468356417,1146836
France,7.3,0.1829437866797538,0.0,0.8170562133202462,782448
France,7.7,0.4427942913010907,0.11380512208438615,0.44340058661452314,1575140
France,8.0,0.11537785718837153,0.29610232295295846,0.5885198198586701,1553669
France,8.3,0.4924343788333872,0.0,0.5075656211666127,934226
France,8.7,0.6739918609667056,0.2083945723050912,0.1176135667282032,1036241
France,9.0,0.24200541732085804,0.28939520778910777,0.4685993748900342,892323
France,9.3,0.274835434415892,0.0,0.725164565584108,939595
France,9.7,0.2689689113110568,0.6538312996691847,0.07719978901975844,453123
France,10.0,0.3470485771483929,0.4511036427297103,0.2018477801218968,853673
France,10.3,0.5154061737119363,0.0,0.48459382628806374,747168
France,10.7,0.07264673265188298,0.28520192223823626,0.6421513451098807,481522
France,11.0,0.195914262277542,0.3206134312921288,0.4834723064303292,700975
France,11.3,0.6680300215501226,0.0,0.3319699784498774,336425
France,11.7,0.684357881923311,0.06571570851546506,0.24992640956122392,451825
France,12.0,0.05458870941054048,0.150740363508003,0.7946709270814565,543922
France,12.3,0.20430991734507498,0.0,0.795690082654925,401307
France,12.7,0.2612512984714475,0.7387487015285525,0.0,432239
France,13.0,1.0,0.0,0.0,319316
Germany,1.0,4.659890150856177e-06,0.00017707582573253474,0.9998182642841166,643792
Germany,1.3,0.000145079513754556,0.0,0.9998549204862455,785776
Germany,1.7,0.03728225809366713,0.7382867897520179,0.22443095215431497,829939
Germany,2.0,0.5407814829164795,0.15262243270603001,0.30659608437749053,1133051
Germany,2.3,0.18536951917057568,0.0,0.8146304808294244,932888
Germany,2.7,0.2816242107554975,0.2436149817354912,0.4747608075090113,661392
Germany,3.0,0.11583235024108225,0.43050023040662994,0.45366741935228777,1391019
Germany,3.3,0.27943384727950105,0.0,0.720566152720499,2143026
Germany,3.7,0.14773573622742053,0.14917261720766128,0.7030916465649182,2125437
Germany,4.0,0.09024172750246981,0.3492708953870859,0.5604873771104443,3513419
Germany,4.3,0.6757998839095817,0.0,0.3242001160904184,1815826
Germany,4.7,0.6385866267372952,0.20291590388918232,0.15849746937352252,2340132
Germany,5.0,0.33070957173859145,0.07928463379234071,0.5900057944690679,1435852
Germany,5.3,0.05100704880396152,0.0,0.9489929511960384,2231868
Germany,5.7,0.08958134028205303,0.11502581738550155,0.7953928423324454,4140427
Germany,6.0,0.06981386282822546,0.24066547274860275,0.6895206644231718,6821797
Germany,6.3,0.369398345710579,0.0,0.630601654289421,4444446
Germany,6.7,0.4606606848560485,0.19730071565193819,0.3420385994920133,7149006
Germany,7.0,0.25605238593674606,0.25272434972318103,0.4912232643400729,5508654
Germany,7.3,0.510480056321915,0.0,0.48951994367808505,2727180
Germany,7.7,0.5427017323941912,0.05786994703564751,0.39942832057016137,4505672
Germany,8.0,0.059901659854656175,0.24679595051611003,0.6933023896292339,4352851
Germany,8.3,0.2862122737611263,0.0,0.7137877262388738,3753389
Germany,8.7,0.5050934736684938,0.3418800372373522,0.15302648909415398,3563089
Germany,9.0,0.25366984971587453,0.30423622645407095,0.44209392383005447,4802104
Germany,9.3,0.2971060219642738,0.0,0.7028939780357262,4917349
Germany,9.7,0.24370334580499423,0.7051832556443167,0.05111339855068901,2237339
Germany,10.0,0.3863462113444789,0.4600305455966615,0.15362324305885966,4083731
Germany,10.3,0.5655938801825782,0.0,0.4344061198174219,3321537
Germany,10.7,0.04994590845623127,0.224052109570207,0.7260019819735617,2289637
Germany,11.0,0.1396582904941881,0.25315491486119734,0.6071867946446146,3673237
Germany,11.3,0.28314534074342024,0.0,0.7168546592565798,3284172
Germany,11.7,0.38354102653023037,0.13106948556276746,0.4853894879070022,4334037
Germany,12.0,0.09038798285037357,0.28421694961640875,0.6253950675332176,6284685
Germany,12.3,0.49439499087859184,0.0,0.5056050091214082,3612929
Germany,12.7,0.5352356280297405,0.4647643719702596,0.0,3930411
Germany,13.0,1.0,0.0,0.0,1826715
Israel,1.0,0.0,0.0,0.0,0
Israel,1.3,0.0,0.0,0.0,0
Israel,1.7,0.0,0.0,0.0,0
Israel,2.0,0.0,0.0,0.0,0
Israel,2.3,0.0,0.0,0.0,0
Israel,2.7,0.0,0.0,0.0,0
Israel,3.0,0.0,0.0,0.0,0
Israel,3.3,0.0,0.0,1.0,677
Israel,3.7,0.0,0.0,1.0,1164
Israel,4.0,0.0,0.2302721088435374,0.7697278911564626,2940
Israel,4.3,0.31226937269372695,0.0,0.6877306273062731,2168
Israel,4.7,0.5052083333333334,0.4769965277777778,0.017795138888888888,2304
Israel,5.0,0.045289705761147284,0.01615428995302069,0.9385560042858321,24266
Israel,5.3,0.005282235787147458,0.0,0.9947177642128525,74211
Israel,5.7,0.00013200895085081378,0.07319735338152197,0.9266706376676273,310585
Israel,6.0,0.04372797636450367,0.09826003662270916,0.8580119870127871,519896
Israel,6.3,0.19066049108559102,0.0,0.809339508914409,267937
Israel,6.7,0.42527380298006395,0.23385847946994817,0.3408677175499879,676764
Israel,7.0,0.3084922246868629,0.11419321136610829,0.5773145639470288,513034
Israel,7.3,0.1939412598154107,0.0,0.8060587401845893,302076
Israel,7.7,0.38831880632791643,0.11024869290617541,0.5014325007659082,594066
Israel,8.0,0.09621373713869351,0.2614804237840887,0.6423058390772178,680724
Israel,8.3,0.42852190325780265,0.0,0.5714780967421974,415372
Israel,8.7,0.6068329927905427,0.2838741614600628,0.10929284574939446,490883
Israel,9.0,0.31867734801828607,0.22417803065819294,0.457144621323521,437273
Israel,9.3,0.23067890340040004,0.0,0.7693210965995999,424950
Israel,9.7,0.2450857229000973,0.6680904327487517,0.08682384435115097,218903
Israel,10.0,0.36470027879882094,0.45055684952344854,0.1847428716777305,401006
Israel,10.3,0.4360836561553407,0.0,0.5639163438446593,414315
Israel,10.7,0.05784547958547015,0.16762893187040617,0.7745255885441237,328565
Israel,11.0,0.08750951328523332,0.28370960130794765,0.6287808854068191,629383
Israel,11.3,0.2918810062066519,0.0,0.7081189937933481,611763
Israel,11.7,0.4313627110140029,0.23944781667567874,0.32918947231031837,589949
Israel,12.0,0.17060483788180536,0.3525803525815603,0.47681480953663435,828007
Israel,12.3,0.5927214033378,0.0,0.4072785966622,492540
Israel,12.7,0.4918998191516846,0.5081001808483154,0.0,394806
Israel,13.0,1.0,0.0,0.0,200601
Italy,1.0,1.677641236421591e-05,0.00012582309273161934,0.9998574004949041,119215
Italy,1.3,0.00010549413452612035,0.0,0.9998945058654739,142188
Italy,1.7,0.031659535383857164,0.6359069423598199,0.33243352225632294,178556
Italy,2.0,0.4678718003659079,0.11796410146527996,0.4141640981688121,242684
Italy,2.3,0.15055007467552955,0.0,0.8494499253244704,190156
Italy,2.7,0.34953068507025004,0.242330204567135,0.40813911036261497,169822
Italy,3.0,0.1529657961447252,0.44743415330404335,0.39960005055123143,269034
Italy,3.3,0.4063153986363329,0.0,0.5936846013636671,296260
Italy,3.7,0.20395606077102577,0.11239344030744512,0.6836504989215291,339833
Italy,4.0,0.07884768225591693,0.28423975310425975,0.6369125646398233,484415
Italy,4.3,0.601600013981553,0.0,0.3983999860184469,228873
Italy,4.7,0.5913720119838823,0.1939693683007476,0.21465861971537006,392861
Italy,5.0,0.31566585474971415,0.06205365279779954,0.6222804924524863,241404
Italy,5.3,0.1101454390376612,0.0,0.8898545609623388,136002
Italy,5.7,0.22133946451865208,0.17293827082726382,0.6057222646540841,381003
Italy,6.0,0.13962526435349412,0.11682835140896704,0.7435463842375388,471906
Italy,6.3,0.21193122191426958,0.0,0.7880687780857304,260141
Italy,6.7,0.4156144928945629,0.2162912697941035,0.36809423731133356,555279
Italy,7.0,0.2684833514033107,0.1898062972939743,0.5417103513027149,447335
Italy,7.3,0.3444293450702797,0.0,0.6555706549297203,246515
Italy,7.7,0.48083776974270787,0.08923240511808338,0.42992982513920874,425081
Italy,8.0,0.08818394225068873,0.2875306589791577,0.6242853987701535,430135
Italy,8.3,0.385651832264824,0.0,0.614348167735176,320696
Italy,8.7,0.5430393325033206,0.2548634490299845,0.20209721846669498,336541
Italy,9.0,0.18713169601462634,0.24271137185257585,0.5701569321327978,458351
Italy,9.3,0.20246826849927382,0.0,0.7975317315007262,549454
Italy,9.7,0.249800751451668,0.7100153155105354,0.040183933037796625,272273
Italy,10.0,0.3993406225663251,0.5058718056241259,0.094787571809549,484093
Italy,10.3,0.6918159218034917,0.0,0.3081840781965083,353980
Italy,10.7,0.05064644697190629,0.16176218713401566,0.7875913658940781,216027
Italy,11.0,0.10154504217846007,0.21545739583242526,0.6829975619891147,344133
Italy,11.3,0.2393930099281621,0.0,0.760606990071838,309725
Italy,11.7,0.3824037759172894,0.1458695285722313,0.4717266955104793,444925
Italy,12.0,0.11036271192205009,0.29023415579777917,0.5994031322801707,588070
Italy,12.3,0.5447993207484535,0.0,0.4552006792515465,313286
Italy,12.7,0.5954279683736606,0.4045720316263394,0.0,352491
Italy,13.0,1.0,0.0,0.0,142608
Japan,1.0,0.0,0.00011574163380890285,0.9998842583661911,129599
Japan,1.3,9.233496663629872e-05,0.0,0.9999076650333637,162452
Japan,1.7,0.033961707463567296,0.6487708243327257,0.31726746820370705,189802
Japan,2.0,0.4719775544465653,0.15062974802413204,0.37739269752930266,260898
Japan,2.3,0.16873693114241672,0.0,0.8312630688575833,232901
Japan,2.7,0.33033995095753493,0.20979093866400425,0.4598691103784608,182291
Japan,3.0,0.12369610148494836,0.5025051023873675,0.3737987961276842,309169
Japan,3.3,0.5081226226569987,0.0,0.49187737734300135,305751
Japan,3.7,0.25946812593628904,0.0982314196927115,0.6423004543709995,323084
Japan,4.0,0.07138133923510837,0.26687313882666236,0.6617455219382293,444612
Japan,4.3,0.4926919403728771,0.0,0.5073080596271229,240830
Japan,4.7,0.4908171495202212,0.2050690753762426,0.3041137751035362,422799
Japan,5.0,0.2780145255158482,0.11374152277427733,0.6082439517098744,311865
Japan,5.3,0.17287897691827822,0.0,0.8271210230817218,205184
Japan,5.7,0.34212739009424675,0.16260623380217232,0.49526637610358093,375822
Japan,6.0,0.12898629951939616,0.2292229077270204,0.6417907927535834,473779
Japan,6.3,0.24710125142207054,0.0,0.7528987485779295,439500
Japan,6.7,0.3242813811558879,0.2054677577558917,0.4702508610882204,573983
Japan,7.0,0.18645879282022582,0.336702508620567,0.4768386985592072,632499
Japan,7.3,0.5888774596011547,0.0,0.41112254039884527,361644
Japan,7.7,0.6551724974937921,0.07690720598480012,0.26792029652140775,411977
Japan,8.0,0.08791196594951249,0.3246227865240867,0.5874652475264008,360406
Japan,8.3,0.26389023595300337,0.0,0.7361097640469966,443351
Japan,8.7,0.35269062522966416,0.32384321168722857,0.32346616308310727,312957
Japan,9.0,0.1484121138281624,0.32949132289435035,0.5220965632774872,682889
Japan,9.3,0.3009252200707757,0.0,0.6990747799292243,747714
Japan,9.7,0.2766970521108089,0.6978256413059819,0.025477306583209194,365855
Japan,10.0,0.4757594731486968,0.4983116607220725,0.02592886612923063,536622
Japan,10.3,0.4950761762467855,0.0,0.5049238237532145,540129
Japan,10.7,0.020190533128850302,0.009949052533076864,0.9698604143380728,461652
Japan,11.0,0.004681045790269173,0.27327095336178175,0.7220480008479491,981191
Japan,11.3,0.24395505413520152,0.0,0.7560449458647984,1099100
Japan,11.7,0.4182966113095861,0.24358454535942242,0.3381188433309915,1070384
Japan,12.0,0.17766603998710753,0.3885731262814961,0.4337608337313964,1467523
Japan,12.3,0.674938482169594,0.0,0.3250615178304061,844877
Japan,12.7,0.5685566346295836,0.43144336537041633,0.0,636554
Japan,13.0,1.0,0.0,0.0,274637
Sweden,1.0,0.0,2.3421534930291657e-05,0.9999765784650697,170783
Sweden,1.3,1.6335665249547705e-05,0.0,0.9999836643347505,244863
Sweden,1.7,0.02808185694218405,0.5003217841694565,0.47159635888835943,323198
Sweden,2.0,0.35286377354290915,0.18146070235390904,0.4656755241031818,458259
Sweden,2.3,0.22031873037741598,0.0,0.779681269622584,377435
Sweden,2.7,0.40785914023093084,0.16317951325243174,0.4289613465166375,373705
Sweden,3.0,0.1127930527425575,0.431517909164054,0.45568903809338845,540645
Sweden,3.3,0.38595208396060043,0.0,0.6140479160393996,604474
Sweden,3.7,0.22958109559613318,0.12325241675617615,0.6471664876476907,698250
Sweden,4.0,0.08620608484078704,0.2855956574915583,0.6281982576676547,998317
Sweden,4.3,0.5804742088375654,0.0,0.41952579116243466,491176
Sweden,4.7,0.6012117793252459,0.2331717272778072,0.16561649339694687,751622
Sweden,5.0,0.3776919579070775,0.06638492654427278,0.5559231155486497,464021
Sweden,5.3,0.07538101623907362,0.0,0.9246189837609263,408644
Sweden,5.7,0.267906181937139,0.2872715455273285,0.4448222725355326,464644
Sweden,6.0,0.2034858726572576,0.37252310347245726,0.42399102387028514,655962
Sweden,6.3,0.5266650573949627,0.0,0.47333494260503733,463978
Sweden,6.7,0.38915405630837996,0.13450672270015118,0.4763392209914688,531111
Sweden,7.0,0.13546960571627956,0.28099541848081677,0.5835349758029037,527336
Sweden,7.3,0.37110249590527283,0.0,0.6288975040947272,399294
Sweden,7.7,0.34509903954625004,0.0746564887578759,0.580244471695874,733091
Sweden,8.0,0.05340288490717187,0.19162297738890824,0.7549741377039199,1024851
Sweden,8.3,0.24005422412802566,0.0,0.7599457758719743,818086
Sweden,8.7,0.46993862997354074,0.3848624283970326,0.14519894162942668,905165
Sweden,9.0,0.3537229019647662,0.2775417576280652,0.3687353404071686,984850
Sweden,9.3,0.3295944956849826,0.0,0.6704055043150173,829313
Sweden,9.7,0.31295077946600564,0.5517576381001364,0.1352915824338579,419967
Sweden,10.0,0.2521919322960654,0.35290327636195834,0.39490479134197626,918824
Sweden,10.3,0.2302817161476162,0.0,0.7697182838523838,1408084
Sweden,10.7,0.04505899827830819,0.242694308900536,0.7122466928211558,1260969
Sweden,11.0,0.14786822463909918,0.3758180877294451,0.47631368763145576,2069613
Sweden,11.3,0.7189311948356613,0.0,0.2810688051643388,1081881
Sweden,11.7,0.6889893167343545,0.06725102682400305,0.2437596564416425,1303534
Sweden,12.0,0.09463520795909908,0.23362905036617382,0.671735741674727,926336
Sweden,12.3,0.4154529556191606,0.0,0.5845470443808394,520923
Sweden,12.7,0.5106427771340596,0.48935722286594036,0.0,622253
Sweden,13.0,1.0,0.0,0.0,304504
Usa,1.0,0.0,0.00011015558526801994,0.9998898444147319,263264
Usa,1.3,8.939911464049225e-05,0.0,0.9999106008853595,324388
Usa,1.7,0.023728460681175217,0.5135757412464943,0.46269579807233047,489918
Usa,2.0,0.34850961272092634,0.10076597041387335,0.5507244168652002,721960
Usa,2.3,0.11492605926948675,0.0,0.8850739407305133,633007
Usa,2.7,0.3510274555956455,0.2646731808538644,0.3842993635504901,645770
Usa,3.0,0.1723325052027038,0.3925621501282527,0.4351053446690435,991792
Usa,3.3,0.3270635099978075,0.0,0.6729364900021925,1190411
Usa,3.7,0.17835472012706308,0.13178121866993428,0.6898640612030027,1391435
Usa,4.0,0.0860328516794857,0.2898208964607662,0.6241462518597481,2131337
Usa,4.3,0.5836439551344013,0.0,0.4163560448655988,1058361
Usa,4.7,0.5425882432741794,0.20935043793082983,0.24806131879499072,1769115
Usa,5.0,0.2741846049747296,0.05203633141272458,0.6737790636125459,1350787
Usa,5.3,0.04441212225370196,0.0,0.955587877746298,1582676
Usa,5.7,0.14067467580800372,0.15107151489196377,0.7082538093000325,3119602
Usa,6.0,0.0930817592672327,0.2056252799663764,0.7012929607663909,5063108
Usa,6.3,0.26122353428828143,0.0,0.7387764657117185,3985487
Usa,6.7,0.37195913595892854,0.2257966548643724,0.40224420917669906,5940088
Usa,7.0,0.2371336721179484,0.28343411830870774,0.4794322095733439,5656101
Usa,7.3,0.6019378324137297,0.0,0.39806216758627033,2663285
Usa,7.7,0.6396926732808985,0.0863013757309558,0.2740059509881457,3735178
Usa,8.0,0.11155098471512281,0.25531963488491444,0.6331293803999628,2889719
Usa,8.3,0.2823537786050812,0.0,0.7176462213949188,2613041
Usa,8.7,0.4950007133892276,0.38987567681291546,0.11512360979785694,2067595
Usa,9.0,0.30696939197893686,0.40713233874496335,0.28589826927609974,2626011
Usa,9.3,0.5085783899826896,0.0,0.49142161001731044,2102201
Usa,9.7,0.28767684531881105,0.619690410409249,0.09263274427193993,827418
Usa,10.0,0.34147307936668614,0.3465218219427503,0.3120050986905636,1501562
Usa,10.3,0.2917173583725131,0.0,0.7082826416274869,1783658
Usa,10.7,0.039610929569487086,0.20250897817073227,0.7578800922597806,1934971
Usa,11.0,0.11795166633304385,0.26232836611616395,0.6197199675507922,3322115
Usa,11.3,0.2757543665023714,0.0,0.7242456334976286,3160367
Usa,11.7,0.31789782100401426,0.1283979205045174,0.5537042584914683,4613042
Usa,12.0,0.09805150151785688,0.2808551713908562,0.621093327091287,6040754
Usa,12.3,0.5862013801453119,0.0,0.4137986198546881,2894188
Usa,12.7,0.6807964130972485,0.31920358690275147,0.0,3751872
Usa,13.0,1.0,0.0,0.0,1197611
Ussr,1.0,0.0,0.00013132004632799012,0.999868679953672,464514
Ussr,1.3,0.00010847259911016904,0.0,0.9998915274008898,562354
Ussr,1.7,0.03206195471851242,0.6608453578717463,0.3070926874097414,670296
Ussr,2.0,0.48054806706553044,0.12945643506891522,0.3899954978655543,921785
Ussr,2.3,0.159744421776357,0.0,0.8402555782236429,747012
Ussr,2.7,0.3540660062714042,0.2642882575438319,0.3816457361847639,581369
Ussr,3.0,0.15898452050825712,0.4904929431728819,0.350522536318861,966440
Ussr,3.3,0.3901257124045841,0.0,0.609874287595416,1215075
Ussr,3.7,0.13738394837444134,0.07237212804347207,0.7902439235820866,1615014
Ussr,4.0,0.04228983527218731,0.22583174375287643,0.7318784209749363,2763832
Ussr,4.3,0.3760599564509579,0.0,0.6239400435490421,1659738
Ussr,4.7,0.4314777187638402,0.2523890502287119,0.31613323100744795,2957870
Ussr,5.0,0.29812979496872477,0.11542988039010293,0.5864403246411724,2504057
Ussr,5.3,0.1257371275646123,0.0,0.8742628724353877,2298788
Ussr,5.7,0.2912982270976095,0.1661654798200774,0.5425362930823131,3210047
Ussr,6.0,0.11434219033230038,0.3164772249822934,0.5691805846854062,4664936
Ussr,6.3,0.39321328046262577,0.0,0.6067867195373742,3754568
Ussr,6.7,0.3812759236855736,0.20001690115930568,0.4187071751551207,4567734
Ussr,7.0,0.20127911101123794,0.30063250563438926,0.4980883833543728,4539090
Ussr,7.3,0.5177578766963463,0.0,0.48224212330365374,2635591
Ussr,7.7,0.5393143572264666,0.09822350320014189,0.3624621395733915,3546249
Ussr,8.0,0.09807957475433295,0.2598001437721406,0.6421202814735265,3551453
Ussr,8.3,0.2849879029605238,0.0,0.7150120970394762,3237569
Ussr,8.7,0.4510629472665441,0.3491908364158529,0.19974621631760298,2849671
Ussr,9.0,0.23919650776786078,0.3172580400904788,0.4435454521416604,4160090
Ussr,9.3,0.30977177772191744,0.0,0.6902282222780826,4260627
Ussr,9.7,0.2864110351656845,0.6420363974495218,0.07155256738479374,1987392
Ussr,10.0,0.3323117262745911,0.43358234571328713,0.23410592801212177,3839702
Ussr,10.3,0.4073934047777407,0.0,0.5926065952222592,4086534
Ussr,10.7,0.05822281672114193,0.3098166429399364,0.6319605403389217,2442393
Ussr,11.0,0.15860995622313728,0.3490018938183129,0.4923881499585498,4770785
Ussr,11.3,0.3563280478062241,0.0,0.6436719521937759,4672697
Ussr,11.7,0.3089847018645228,0.16126540923813604,0.5297498888973411,4995380
Ussr,12.0,0.10652639496363264,0.291195666489824,0.6022779385465434,7562276
Ussr,12.3,0.5357401435191582,0.0,0.4642598564808417,4110392
Ussr,12.7,0.5810184534641083,0.4189815465358917,0.0,4554592
Ussr,13.0,1.0,0.0,0.0,1908290
